Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
116,Tom Henderson,SG,29,HOU,66,1411,10.9,0.471,0.009,0.286,2.4,5.9,4.1,27,1.8,0.2,19.9,13.4,,0.8,0.8,1.5,0.052,,-1.3,-0.6,-1.8,0.1
117,Keith Herron,SG,24,DET,80,2270,13.4,0.511,0.012,0.28,4.7,6.1,5.4,10.4,1.9,0.7,12.5,21.8,,1.6,1.9,3.5,0.074,,-0.6,-0.6,-1.3,0.4
118,Kenny Higgs,PG,26,DEN,72,1689,11.9,0.511,0.072,0.363,1.4,7.5,4.4,29.3,2.6,0.2,23.2,15.7,,0.7,0.9,1.5,0.043,,-1.9,-0.5,-2.4,-0.2
119,Johnny High,PG,23,PHO,81,1750,10.8,0.489,0.042,0.458,5.7,8.6,7.2,15,3.4,0.8,21.4,19.6,,-0.8,3.3,2.5,0.069,,-3.4,1.9,-1.5,0.2
120,Armond Hill,PG,27,TOT,75,1738,8,0.457,0.021,0.513,2.7,7.5,5.1,21.8,1.8,0.4,23.6,12.7,,-0.3,1.3,1,0.028,,-3.4,0.2,-3.2,-0.5
120,Armond Hill,PG,27,ATL,24,624,7.2,0.435,0.009,0.431,1.8,7.6,4.7,24.8,2,0.3,29.6,13,,-0.5,0.4,-0.2,-0.013,,-3.4,-0.5,-3.9,-0.3
120,Armond Hill,PG,27,SEA,51,1114,8.4,0.468,0.027,0.557,3.1,7.4,5.3,20.2,1.7,0.4,20.2,12.5,,0.3,0.9,1.2,0.052,,-3.4,0.6,-2.9,-0.2
121,Brad Holland,SG,24,LAL,41,295,9.8,0.49,0.027,0.441,3.5,6.9,5.3,9.8,3.3,0.2,19,22.3,,-0.2,0.4,0.1,0.024,,-4.8,0.2,-4.6,-0.2
122,Lionel Hollins,PG,27,PHI,82,2154,11,0.506,0.022,0.246,2.6,6.8,4.8,21.4,2.2,0.5,21.2,18.3,,-0.3,3.1,2.9,0.064,,-2.2,0.6,-1.6,0.2
123,Cedrick Hordges,PF,24,DEN,68,1599,10.7,0.509,0.006,0.388,7.5,22.1,14.6,8,0.9,0.6,17.6,15.8,,0.5,1,1.5,0.044,,-2.3,-1,-3.3,-0.5
124,Phil Hubbard,PF,24,DET,80,2289,15.4,0.544,0.003,0.484,11.3,18.9,14.9,10.4,1.7,0.5,17.7,22.9,,1.8,2.7,4.5,0.094,,-0.7,-0.7,-1.4,0.3
125,Kim Hughes,C,28,TOT,53,490,6.3,0.388,0,0.029,10.1,18,13.9,8.3,2.6,3.9,38.3,9.2,,-0.7,0.6,-0.1,-0.007,,-5.4,2.2,-3.2,-0.1
125,Kim Hughes,C,28,DEN,8,159,10.3,0.444,0,0.08,11.9,20.4,16,7.9,3,4.5,29.8,8.6,,0,0.2,0.2,0.057,,-2.8,1.8,-1.1,0.1
125,Kim Hughes,C,28,CLE,45,331,4.4,0.356,0,0,9.2,16.9,12.9,8.5,2.4,3.6,42.3,9.5,,-0.7,0.4,-0.3,-0.038,,-6.7,2.4,-4.3,-0.2
126,Geoff Huston,PG,23,TOT,81,2434,13.4,0.518,0.005,0.225,2,4.5,3.2,25.1,1.2,0.2,14.7,20.7,,1.7,0,1.7,0.034,,0,-2.2,-2.2,-0.1
126,Geoff Huston,PG,23,DAL,56,1892,13.4,0.516,0.005,0.234,1.9,4.1,3,24.1,1.2,0.2,14.5,22.5,,0.9,0,0.8,0.021,,-0.1,-2.4,-2.5,-0.2
126,Geoff Huston,PG,23,CLE,25,542,13.4,0.528,0.007,0.176,2.3,5.8,4,28.5,1.1,0.1,15.8,14.5,,0.8,0.1,0.9,0.078,,0.2,-1.4,-1.2,0.1
127,Dan Issel*,C,32,DEN,80,2641,21.7,0.575,0.01,0.561,8.6,17.7,13.1,8.4,1.4,1,7.9,23.2,,8.9,1.6,10.5,0.19,,3.7,-1.1,2.7,3.1
128,Tony Jackson,PG,23,LAL,2,14,12.9,0.333,0,0,0,14.6,7.7,16.2,6.7,0,0,8.6,,0,0,0,0.124,,-4.3,0.6,-3.6,0
129,Abdul Jeelani,SF,26,DAL,66,1108,15.5,0.515,0.002,0.5,8.2,15.7,11.8,9.2,1.9,1.6,13.9,23.5,,0.8,0.8,1.6,0.07,,-0.5,-0.7,-1.2,0.2
130,Clemon Johnson,C,24,IND,81,1643,15.6,0.53,0.002,0.406,11.1,20.2,15.5,11.8,1.3,4.1,18.1,16.3,,1.4,2.3,3.7,0.108,,-0.2,1.2,1,1.3
131,Dennis Johnson*,PG,26,PHO,79,2615,17,0.516,0.042,0.411,6.9,8.4,7.7,15.8,2.4,1.3,12.6,24.6,,4,4.4,8.4,0.154,,1,0.8,1.8,2.5
132,Eddie Johnson,SG,25,ATL,75,2693,17.9,0.554,0.018,0.313,2.5,5.1,3.8,24.7,2.3,0.2,13.2,22.9,,5.3,1.5,6.9,0.122,,2.1,-0.5,1.6,2.4
133,George Johnson,C,32,SAS,82,1935,13.5,0.517,0,0.314,12.6,20.9,16.9,5.8,1.1,7.7,21.8,10.4,,1.1,3.4,4.5,0.112,,-1.4,3,1.6,1.8
134,George Johnson,PF,24,IND,43,930,17.4,0.51,0.013,0.31,11.3,21.6,16.3,13.4,2.4,1.4,16,22.9,,0.7,1.4,2.2,0.112,,0.1,0.3,0.4,0.6
135,John Johnson,SF,33,SEA,80,2324,11.3,0.479,0.001,0.247,6.5,10.5,8.6,19.6,1.2,0.6,19.3,20.9,,-0.8,2,1.2,0.025,,-1.4,-0.9,-2.4,-0.2
136,Lee Johnson,PF,23,TOT,12,90,0.8,0.313,0,0.2,7.4,20.2,13.7,1.4,0,3.1,20.5,15.4,,-0.3,0.1,-0.2,-0.095,,-5.8,-0.6,-6.4,-0.2
136,Lee Johnson,PF,23,HOU,10,80,1.5,0.337,0,0.217,8.3,19.7,13.9,1.5,0,3.5,21.7,16.3,,-0.2,0.1,-0.2,-0.091,,-5.9,-0.6,-6.5,-0.2
136,Lee Johnson,PF,23,DET,2,10,-4.7,0,0,0,0,24.7,11.6,0,0,0,0,8.1,,0,0,0,-0.132,,-4.8,-0.2,-5,0
137,Magic Johnson*,SG,21,LAL,37,1371,25.7,0.582,0.029,0.383,8.5,16.4,12.7,31.8,4.3,1,17.2,24.3,,3.8,2.6,6.4,0.225,,5.6,3.3,8.8,3.8
138,Marques Johnson,SF,24,MIL,76,2542,22,0.583,0.008,0.33,10.1,12.4,11.3,19.7,2.1,0.9,12.6,23.3,,7.6,3.6,11.2,0.211,,5.1,0.5,5.6,4.9
139,Mickey Johnson,PF,28,MIL,82,2118,16.3,0.516,0.021,0.392,9.8,18.4,14.2,17.7,2.1,1.9,18.8,22.6,,1.6,3.7,5.3,0.121,,0.3,1.1,1.4,1.8
140,Ollie Johnson,SF,31,PHI,40,372,16.7,0.588,0.038,0.196,2.5,12.9,8.1,11.8,2.5,0.3,12.7,21.3,,0.6,0.7,1.3,0.161,,-0.4,1.4,1,0.3
141,Reggie Johnson,PF,23,SAS,79,1716,12.9,0.527,0.001,0.283,8.8,13.7,11.4,6.5,1.2,1.5,14.5,20.7,,1.4,1.6,3,0.085,,-2.1,-1.1,-3.2,-0.5
142,Vinnie Johnson,PG,24,SEA,81,2311,16.8,0.583,0.006,0.344,9.4,8,8.7,22.2,1.6,0.5,19.3,19.7,,4,1.9,5.9,0.122,,2.1,-0.3,1.9,2.3
143,Bobby Jones*,PF,29,PHI,81,2046,20.1,0.604,0.004,0.46,8.2,14.6,11.6,15.4,2.2,2,14.1,20.8,,5.4,3.9,9.2,0.217,,2.7,2,4.7,3.5
144,Caldwell Jones,C,30,PHI,81,2639,10.1,0.512,0,0.398,8.9,23.6,16.8,5.5,0.9,2.8,22.8,11.3,,0.1,5.4,5.5,0.1,,-2.1,1.5,-0.6,0.9
145,Dwight Jones,PF,28,CHI,81,1574,13.1,0.532,0,0.318,9.6,19,14.5,8.8,1.2,1.3,17.9,18.2,,1.2,1.7,2.9,0.089,,-1.2,-0.4,-1.5,0.2
146,Edgar Jones,PF,24,NJN,60,950,17.6,0.578,0.011,0.611,10.7,20.8,15.6,6.7,1.7,4.8,18.2,23,,0.9,1.4,2.3,0.116,,-1.5,1.2,-0.3,0.4
147,Major Jones,PF,27,HOU,68,1003,10.3,0.503,0.004,0.401,10.6,15.5,13,5.2,0.9,1.3,16.1,14.3,,0.5,0.8,1.2,0.06,,-1.9,-1,-2.9,-0.2
148,Eddie Jordan,PG,26,TOT,74,1226,10.4,0.482,0.063,0.361,2.8,5.8,4.4,24.1,3.7,0.3,26,18,,-0.9,1.5,0.6,0.024,,-3.4,0.8,-2.6,-0.1
148,Eddie Jordan,PG,26,NJN,14,239,13.3,0.5,0.137,0.438,2.3,6.3,4.2,25.6,4.6,0.2,20.9,18.2,,0,0.3,0.3,0.065,,-2,1.8,-0.2,0.1
148,Eddie Jordan,PG,26,LAL,60,987,9.7,0.477,0.043,0.341,2.9,5.7,4.4,23.7,3.5,0.4,27.2,17.9,,-0.9,1.2,0.3,0.014,,-3.8,0.6,-3.2,-0.3
149,Walter Jordan,SF,24,CLE,30,207,8.5,0.412,0,0.227,11.7,10.7,11.2,7,2.5,1.4,17.1,19.3,,-0.3,0.2,-0.1,-0.021,,-4.2,-0.3,-4.6,-0.2
150,Jeff Judkins,SF,24,UTA,62,666,11.1,0.499,0.13,0.236,5.1,10.9,8,12.5,1.2,0.2,11.2,17.4,,0.5,0.2,0.7,0.052,,-1.6,-1.5,-3.1,-0.2
151,Clarence Kea,PF,21,DAL,16,199,17.3,0.54,0.012,0.765,15.4,23.1,19.1,4,1.5,0.3,12.9,26.1,,0.3,0.2,0.5,0.12,,-1.7,-1.7,-3.4,-0.1
152,Rich Kelley,C,27,PHO,81,1686,14.4,0.58,0.005,0.597,8.7,19.9,14.4,21.1,2.1,2.1,30,16.1,,0.7,3.6,4.3,0.121,,-0.5,2.9,2.3,1.9
153,Greg Kelser,SF,23,DET,25,654,11.8,0.464,0.007,0.372,8.9,12.6,10.7,10.8,2.5,2.6,19,25.3,,-0.9,0.9,0,-0.002,,-3.1,0.2,-3,-0.2
154,Larry Kenon,SF,28,CHI,77,2161,15.2,0.516,0,0.259,9.9,11.1,10.5,8.4,1.7,0.5,13.3,22.9,,2.4,1.8,4.1,0.092,,0.4,-1.6,-1.1,0.5
155,Chad Kinch,SG,22,TOT,41,353,7,0.396,0,0.128,2.1,8.6,5.2,17.5,1.5,1,16.8,20.6,,-0.7,0.1,-0.5,-0.071,,-4,-0.8,-4.8,-0.3
155,Chad Kinch,SG,22,CLE,29,247,8,0.407,0,0.052,3,8,5.4,19,1.7,1.1,18.3,19.6,,-0.4,0.1,-0.3,-0.051,,-3.7,-0.6,-4.2,-0.2
155,Chad Kinch,SG,22,DAL,12,106,4.8,0.375,0,0.289,0,10,4.8,13.9,0.9,0.5,13.6,23.2,,-0.3,0,-0.3,-0.115,,-4.9,-1.3,-6.2,-0.2
156,Bernard King*,SF,24,GSW,81,2914,19.9,0.617,0.005,0.351,6.7,14.4,10.5,15.1,1.2,0.7,15.6,23.2,,7.7,1.4,9.1,0.15,,3.5,-0.7,2.8,3.6
157,Reggie King,PF,23,KCK,81,2743,16.9,0.583,0,0.445,9.6,22.2,15.9,6.1,1.8,0.9,13.7,18.1,,4.4,3.9,8.3,0.145,,0.8,-0.2,0.6,1.8
158,Billy Knight,SG,28,IND,82,2385,19.9,0.596,0.019,0.4,8.5,10.3,9.4,10,1.7,0.3,12.8,23.2,,6.5,1.9,8.4,0.17,,3.4,-1.2,2.2,2.5
159,Joel Kramer,PF,25,PHO,82,1065,11.8,0.562,0.004,0.353,8.1,15.8,12,10.6,1.5,0.9,18.4,13.4,,1,1.8,2.9,0.129,,-1.3,1.2,-0.1,0.5
160,Wayne Kreklow,SG,24,BOS,25,100,-1.9,0.292,0.085,0.213,2.4,10.9,6.8,11.3,1,0.6,16.3,25,,-0.5,0.1,-0.3,-0.167,,-7.4,-1.3,-8.8,-0.3
161,Kevin Kunnert,C,29,POR,55,842,12.7,0.509,0,0.25,12.6,24.5,18.5,9.7,0.9,2.1,17.3,13.6,,0.8,1.1,1.9,0.106,,-1.6,0.2,-1.4,0.1
162,Mitch Kupchak,PF,26,WSB,82,1934,16.6,0.571,0.001,0.455,10.7,20.3,15.5,4.6,0.9,0.7,15.2,22,,2.5,2.7,5.2,0.13,,0.1,-0.4,-0.3,0.8
163,Sam Lacey,C,32,KCK,82,2228,13.5,0.483,0.009,0.218,6.6,22.5,14.6,22.5,2,3.1,23.7,14.3,,0.2,3.8,4,0.086,,-0.9,3.5,2.6,2.6
164,Tom LaGarde,C,25,DAL,82,2670,13.5,0.518,0,0.5,7.3,21.6,14.2,13.6,0.6,1,16,20.2,,1.3,1.4,2.7,0.048,,-0.9,-0.9,-1.9,0.1
165,Bill Laimbeer,C,23,CLE,81,2460,14.2,0.536,0,0.228,11.4,20.2,15.6,11.5,1.1,1.8,15.2,14.2,,3.4,2,5.4,0.104,,-0.3,0.3,0,1.3
166,John Lambert,PF,28,TOT,46,483,8.4,0.44,0.012,0.139,6.5,14.9,10.7,7.7,1.2,0.6,9.8,16.6,,-0.1,0.5,0.4,0.039,,-4.2,-0.6,-4.8,-0.3
166,John Lambert,PF,28,CLE,3,8,24.5,0.6,0,0,13.2,29.1,20.7,71.6,0,0,28.6,35.2,,0,0,0,0.106,,-4.2,0.2,-4,0
166,John Lambert,PF,28,KCK,43,475,8.1,0.435,0.013,0.144,6.4,14.7,10.5,6.6,1.2,0.6,9.1,16.3,,-0.1,0.5,0.4,0.038,,-4.2,-0.6,-4.8,-0.3
167,Mark Landsberger,PF,25,LAL,69,1086,12.5,0.516,0.003,0.355,16.1,21.2,18.8,3.1,0.8,0.3,14.7,16.4,,0.9,1.3,2.2,0.099,,-1.5,-2.5,-4,-0.5
168,Bob Lanier*,C,32,MIL,67,1753,19.7,0.573,0.001,0.387,8.3,17.5,13,14,1.9,2.6,14.2,21.8,,3.7,3,6.8,0.185,,2.5,1.4,3.9,2.6
169,Edmund Lawrence,C,28,DET,3,19,19.4,0.615,0,0.5,11.6,13,12.2,9.5,2.5,0,9.3,22.9,,0.1,0,0.1,0.201,,-3.8,0.1,-3.7,0
170,Allen Leavell,PG,23,HOU,79,1686,13.9,0.523,0.031,0.272,2,6.9,4.4,30.4,2.7,0.5,23.5,19.3,,0.5,1.4,1.9,0.055,,-0.5,-0.2,-0.7,0.6
171,Ron Lee,PG,28,DET,82,1829,9.9,0.435,0.04,0.483,3.9,10.5,7,26.1,4.3,0.9,30.6,12.5,,-1.5,2.9,1.4,0.037,,-3.8,3,-0.8,0.6
172,Ronnie Lester,PG,22,CHI,8,83,8.2,0.52,0,0.458,4.3,3.9,4.1,11.2,1.1,0,23.8,18.6,,0,0,0,0.008,,-3.2,-0.9,-4.1,-0.1
173,Scott Lloyd,C,28,DAL,72,2186,9.3,0.5,0.004,0.375,8.1,15.8,11.8,10.4,0.8,0.7,18.5,15,,0.2,0.7,1,0.021,,-2.6,-1.1,-3.7,-0.9
174,John Long,SG,24,DET,59,1750,15.6,0.503,0.011,0.192,6,7.2,6.5,10.7,2.6,0.7,12.7,27.5,,0.6,1.8,2.4,0.065,,-0.3,-0.5,-0.7,0.6
175,John Lucas,PG,27,GSW,66,1919,11.6,0.487,0.047,0.287,1.9,7,4.5,30.7,2.1,0.1,24.5,15.6,,0.6,0.7,1.3,0.032,,-0.6,-1.1,-1.7,0.2
176,Maurice Lucas,PF,28,NJN,68,2162,14.6,0.528,0.002,0.304,7.8,22.5,15,11.6,1.2,1.5,15.7,20.5,,1.2,2.3,3.5,0.078,,-0.8,-0.1,-0.9,0.6
177,Ollie Mack,SG,23,TOT,65,1682,12.8,0.483,0.015,0.206,6,9.7,7.8,15.1,1.6,0.2,9.6,18.2,,1.1,0.5,1.6,0.046,,-0.3,-0.9,-1.2,0.3
177,Ollie Mack,SG,23,CHI,3,16,-0.6,0.218,0,0.333,0,6.8,3.6,7.7,3,0,0,17.5,,0,0,0,-0.093,,-4.9,-0.1,-5,0
177,Ollie Mack,SG,23,DAL,62,1666,13,0.485,0.015,0.205,6.1,9.7,7.8,15.1,1.6,0.2,9.7,18.2,,1.2,0.5,1.7,0.048,,-0.2,-0.9,-1.1,0.4
178,Kyle Macy,PG,23,PHO,82,1469,14.5,0.567,0.096,0.224,3.4,6.5,5,15.1,2.4,0.2,14,18,,2.3,2.2,4.5,0.148,,-0.2,1.1,0.8,1.1
179,Rick Mahorn,PF,22,WSB,52,696,13.6,0.526,0,0.183,10,22.5,16.2,4.9,1.4,3.4,13.8,15.8,,0.4,1.3,1.8,0.123,,-2.7,2.1,-0.6,0.2
180,Moses Malone*,C,25,HOU,80,3245,25.1,0.585,0.002,0.52,16.1,24.5,20.3,6.6,1.2,2.6,14,27.6,,9.5,4.2,13.7,0.202,,4.5,-1.2,3.3,4.3
181,Wes Matthews,PG,21,TOT,79,2266,13.1,0.549,0.027,0.323,2.2,4.6,3.4,26.2,2.3,0.4,22.7,20.7,,0.7,1.9,2.6,0.055,,-0.9,-0.3,-1.2,0.5
181,Wes Matthews,PG,21,WSB,45,1161,12.6,0.546,0.033,0.287,2.7,3.4,3,24.3,1.9,0.5,22.8,22.6,,-0.2,1.2,1,0.041,,-1.2,-0.4,-1.6,0.1
181,Wes Matthews,PG,21,ATL,34,1105,13.6,0.553,0.018,0.373,1.6,5.9,3.7,28.2,2.7,0.4,22.6,18.6,,0.8,0.8,1.6,0.069,,-0.6,-0.2,-0.7,0.4
182,Cedric Maxwell,SF,25,BOS,81,2730,17.6,0.651,0.001,0.6,9.7,12.1,11,10.8,1.4,1.4,16,16.8,,7.6,3.3,11,0.193,,2.7,0.7,3.5,3.8
183,Scott May,SF,26,CHI,63,815,17.2,0.549,0,0.441,9.1,12.5,10.8,11.5,2,0.5,15,23.7,,1.4,0.8,2.2,0.127,,1,-0.7,0.3,0.5
184,Bill Mayfield,SF,23,GSW,7,54,6.8,0.45,0,0.111,14.2,4.2,9.2,2.5,0,1,13.7,16.1,,0,0,0,0,,-3.6,-1,-4.6,-0.1
185,Bob McAdoo*,PF,29,TOT,16,321,14.4,0.471,0.006,0.261,5.8,18.8,12,14.7,2.5,2.3,15.5,25.8,,-0.3,0.5,0.2,0.029,,-2,0.5,-1.4,0.1
185,Bob McAdoo*,PF,29,DET,6,168,11.5,0.396,0,0.244,5.9,23.5,14.2,18.6,2.3,2.4,16.5,26.2,,-0.4,0.3,-0.1,-0.035,,-2.8,0.5,-2.3,0
185,Bob McAdoo*,PF,29,NJN,10,153,17.6,0.552,0.013,0.28,5.8,13.6,9.6,10.4,2.7,2.2,14.3,25.4,,0.1,0.2,0.3,0.1,,-1.1,0.6,-0.4,0.1
186,Andre McCarter,PG,27,WSB,43,448,8.8,0.419,0.059,0.178,3.7,5.4,4.6,20.8,1.5,0,14.2,15.2,,-0.1,0.4,0.3,0.034,,-2.9,0.3,-2.6,-0.1
187,Keith McCord,SG,23,WSB,2,9,7.9,0.5,0,0,11.6,11.8,11.7,16.5,0,0,33.3,26.8,,0,0,0,-0.136,,-4.4,-0.2,-4.6,0
188,Jim McElroy,PG,27,ATL,54,680,5.9,0.45,0.04,0.292,1.7,6.5,4,17.4,1.4,0.8,25.7,18.7,,-1.2,0.3,-0.9,-0.062,,-4.2,-1.5,-5.8,-0.6
189,George McGinnis*,PF,30,IND,69,1845,14.9,0.482,0.009,0.501,9.4,22.2,15.6,16.4,2.6,0.9,19.1,25.1,,-1.1,2.9,1.7,0.045,,-1.6,0.2,-1.4,0.3
190,Kevin McHale*,PF,23,BOS,82,1645,16.4,0.556,0.003,0.239,11.2,13.6,12.4,4.8,0.8,5.1,13,20.9,,2.3,2.4,4.7,0.137,,-0.9,0.9,0.1,0.9
191,Billy McKinney,PG,25,TOT,84,2166,13.3,0.562,0.019,0.291,1.7,7.4,4.6,22.2,2.1,0.3,17.8,16.1,,2.6,0.8,3.4,0.075,,-1,-0.4,-1.4,0.3
191,Billy McKinney,PG,25,UTA,35,1032,11,0.576,0.009,0.206,1.3,6.8,4.1,21,1.8,0.2,21.6,13.5,,0.8,0.3,1.1,0.051,,-2,-0.7,-2.7,-0.2
191,Billy McKinney,PG,25,DEN,49,1134,15.5,0.554,0.024,0.34,2.1,7.9,4.9,23.3,2.4,0.3,15.7,18.4,,1.8,0.5,2.3,0.098,,0,-0.2,-0.2,0.5
192,Tom McMillen,C,28,ATL,79,1564,11.6,0.518,0.012,0.208,7,14.8,10.8,6.9,0.7,0.9,12.5,17.2,,1.2,0.9,2.2,0.066,,-1,-1.1,-2.1,-0.1
193,John Mengelt,SG,31,GSW,2,11,-5.9,0,0,0,0,0,0,20.2,0,0,0,14.4,,-0.1,0,-0.1,-0.247,,-4.7,-0.4,-5,0
194,Joe Meriweather,C,27,KCK,74,1514,12.4,0.55,0,0.513,9.3,19.5,14.4,6.7,0.8,3,19.7,17.3,,0.6,2,2.6,0.083,,-2.7,0.3,-2.4,-0.2
195,Dick Miller,SF,22,TOT,8,53,3.3,0.444,0.111,0,4.2,10.6,7.4,11.7,3.6,0,47.1,13.2,,-0.2,0.1,-0.1,-0.102,,-4.5,0.1,-4.3,-0.1
195,Dick Miller,SF,22,IND,5,34,4.4,0.333,0.167,0,3.1,9.9,6.4,14.2,4.2,0,40,11.8,,-0.1,0,-0.1,-0.071,,-4.3,0.3,-4,0
195,Dick Miller,SF,22,UTA,3,19,1.4,0.667,0,0,6.1,11.9,9.1,7.1,2.6,0,57.1,15.9,,-0.1,0,-0.1,-0.156,,-4.8,-0.1,-4.9,0
196,Mike Mitchell,SF,25,CLE,82,3194,17.5,0.513,0.005,0.215,7.1,10.5,8.7,6.9,0.9,0.9,8.2,26.9,,5,1.1,6,0.091,,1.9,-2.2,-0.3,1.3
197,Steve Mix,SF,33,PHI,72,1327,19.7,0.57,0.005,0.417,9.3,12.2,10.8,12.3,2.1,0.8,11.4,23.4,,3.3,2.2,5.5,0.201,,2.6,0.4,3,1.7
198,Paul Mokeski,C,24,DET,80,1815,10.3,0.52,0.002,0.437,8.5,18.8,13.4,10.7,1,2.4,22.7,15.7,,-0.4,2.1,1.7,0.046,,-3.2,0.5,-2.6,-0.3
199,Sidney Moncrief*,SG,23,MIL,80,2417,18,0.614,0.012,0.539,8.8,9.8,9.3,14.1,1.7,0.9,13.7,17.2,,6.9,2.9,9.9,0.196,,3.4,0.3,3.8,3.5
200,Johnny Moore,PG,22,SAS,82,1578,15.8,0.507,0.037,0.331,4.2,9.1,6.8,31.8,3.5,0.7,20.5,18.9,,1.2,2,3.2,0.099,,0.2,1,1.2,1.3
201,Lowes Moore,PG,23,NJN,71,1406,11.1,0.479,0.056,0.192,3.4,10.3,6.7,22.3,2,0.7,17.2,17.6,,0,1.1,1.1,0.037,,-2.2,0.2,-2.1,0
202,Calvin Murphy*,PG,32,HOU,76,2014,18.1,0.542,0.016,0.2,1.8,3,2.4,17.2,2.6,0.2,9.9,26.1,,4,1.3,5.4,0.128,,0.9,-0.1,0.8,1.4
203,Swen Nater,C,31,SDC,82,2809,18.2,0.597,0,0.328,11.7,31.4,21.1,10.2,0.8,1,16.5,18.6,,5.5,3.1,8.6,0.147,,1.5,-0.8,0.7,1.9
204,Calvin Natt,SF,24,POR,74,2111,14.8,0.541,0.01,0.356,7.7,14.6,11.1,10,1.6,0.5,15.1,20.3,,2.2,2,4.2,0.095,,0.1,-0.9,-0.8,0.7
205,Kenny Natt,SG,22,IND,19,149,5.2,0.36,0.104,0.143,6.4,4.5,5.5,9.4,1.6,0.4,10.9,24.7,,-0.3,0.1,-0.2,-0.075,,-5.1,-1.8,-6.9,-0.3
206,Mike Newlin,SG,32,NJN,79,2911,15.6,0.571,0.024,0.366,3,5.6,4.2,15.5,1.4,0.2,14.4,23.4,,4.8,1.3,6.1,0.1,,0.6,-1.4,-0.8,0.9
207,Carl Nicks,PG,22,TOT,67,1109,10.2,0.501,0.011,0.351,3.7,7.2,5.4,18.1,2.5,0.1,21.9,19.3,,-0.7,0.5,-0.2,-0.008,,-3.3,-0.8,-4.1,-0.6
207,Carl Nicks,PG,22,DEN,27,493,8.3,0.472,0.007,0.396,2.6,7.6,5.1,19.9,2.5,0.2,26.5,17.9,,-0.7,0.2,-0.4,-0.043,,-3.8,-1,-4.8,-0.4
207,Carl Nicks,PG,22,UTA,40,616,11.7,0.522,0.014,0.319,4.5,6.8,5.7,16.7,2.6,0.1,18.1,20.4,,0,0.3,0.3,0.021,,-2.8,-0.6,-3.5,-0.2
208,Mike Niles,SF,25,PHO,44,231,6.7,0.373,0.029,0.268,12.6,15,13.8,9.3,1.6,0.2,13.9,30.3,,-0.7,0.4,-0.3,-0.062,,-6.7,-2.1,-8.8,-0.5
209,Norm Nixon,PG,25,LAL,79,2962,15.5,0.511,0.01,0.208,2.5,5.8,4.2,30.9,2.3,0.2,17.7,21.8,,2.8,2.7,5.5,0.089,,0.3,-1,-0.6,1
210,Mike O'Koren,SF,22,NJN,79,2473,12.6,0.515,0.024,0.282,8,14,10.9,14,1.6,0.6,14.7,15.8,,1.9,2,3.8,0.075,,-0.3,-0.1,-0.4,1
211,Mark Olberding,SF,24,SAS,82,2408,14.8,0.594,0.01,0.555,6.9,14.1,10.6,15.2,1.5,0.7,19.2,17.4,,4.4,2.3,6.6,0.132,,0.3,-0.2,0.1,1.2
212,Jawann Oldham,C,23,DEN,4,21,3.3,0.333,0,0,14.2,10,12.1,0,0,4.8,25,14.1,,0,0,0,-0.094,,-4.6,-0.4,-5,0
213,Louis Orr,SF,22,IND,82,1787,16.1,0.538,0.008,0.285,10.2,11.9,11,10.7,1.5,0.8,13.4,20.6,,2.8,1.5,4.3,0.116,,1.2,-1.2,0,0.9
214,Tom Owens,PF,31,POR,79,1843,15.1,0.564,0.006,0.397,9.7,17.2,13.5,9.9,0.9,1.4,14.9,18.7,,3.1,1.8,4.8,0.125,,-0.3,-0.5,-0.8,0.6
215,Robert Parish*,C,27,BOS,82,2298,25.2,0.579,0.001,0.34,12.7,25.3,19.3,10,1.7,5.1,12.5,27.1,,6,4.9,10.9,0.228,,3.3,2.1,5.4,4.3
216,Sonny Parker,SG,25,GSW,73,1317,13.3,0.536,0,0.33,8.4,8,8.2,10.6,2.4,0.6,15.9,15.9,,1.6,0.7,2.3,0.084,,0.3,0.3,0.6,0.9
217,Myles Patrick,SF,26,LAL,3,9,6.9,0.425,0,0.4,12.8,11.4,12,15.2,0,0,14.5,30.7,,0,0,0,-0.036,,-4.7,-0.2,-5,0
218,Billy Paultz,PF,32,HOU,81,1659,12.9,0.513,0.006,0.296,7.4,19,13.1,8.5,0.8,2.4,13.2,16.5,,1,1.6,2.7,0.077,,-1,0.1,-0.9,0.5
219,Jim Paxson,SG,23,POR,79,2701,16.9,0.564,0.027,0.227,3,5.5,4.3,15.3,2.4,0.2,9.8,19.6,,5.6,2.1,7.7,0.136,,1.2,0.2,1.4,2.3
220,Sam Pellom,PF,29,ATL,77,1472,11.7,0.525,0.003,0.305,9.4,18.5,13.9,4.7,1.6,3.7,18.7,14.9,,0.4,1.8,2.2,0.07,,-2.4,0.9,-1.4,0.2
221,Roger Phegley,SG,24,CLE,82,2269,14.3,0.545,0.029,0.277,4.2,8,6,11.8,1.4,0.4,13.2,22.1,,2.9,0.8,3.7,0.078,,-0.5,-1.1,-1.6,0.3
222,Stan Pietkiewicz,SG,24,TOT,42,461,12.3,0.499,0.348,0.101,3.1,7.4,5.2,24.4,1.6,0.2,13.2,15,,0.5,0.1,0.6,0.058,,0.9,-0.6,0.4,0.2
