Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
108,Darrell Griffith,SG,29,UTA,52,1052,12.7,0.471,0.174,0.157,3.8,8.9,6.5,13.4,2.3,0.3,9.7,26.9,,-0.7,1.5,0.8,0.037,,-2,0,-2.1,0
109,Pétur Guðmundsson,C,29,SAS,69,1017,12.9,0.574,0.004,0.518,9.8,24.7,17.2,10.6,0.8,3.3,23.1,17.3,,0.5,0.9,1.4,0.064,,-3,0.3,-2.7,-0.2
110,Bob Hansen,SG,27,UTA,81,1796,12.9,0.573,0.159,0.249,4,7,5.6,13.8,1.7,0.2,11.8,17.5,,2.3,2.1,4.4,0.118,,-1,0.3,-0.7,0.6
111,Bill Hanzlik,SF,30,DEN,77,1334,8.2,0.488,0.056,0.568,3,10.8,6.7,14.3,2.2,0.7,20.9,13.3,,-0.3,1.6,1.3,0.046,,-3.9,1.1,-2.8,-0.3
112,Derek Harper,PG,26,DAL,82,3032,18.1,0.528,0.165,0.295,2.6,6.2,4.4,30.4,2.7,0.7,12.6,20.6,,6.1,3,9.1,0.145,,2.7,0.8,3.5,4.2
113,Ron Harper,SG,24,CLE,57,1830,16.6,0.514,0.027,0.38,4.2,10,7.2,23.6,3.3,1.7,15.6,23.6,,0.8,2.7,3.5,0.092,,0.5,1.8,2.3,2
114,Steve Harris,SG,24,TOT,58,1084,14,0.498,0.014,0.232,5.3,7.6,6.4,12,2.2,0.4,9.4,22.1,,0.7,0.5,1.2,0.052,,-0.8,-1.2,-2,0
114,Steve Harris,SG,24,HOU,14,199,12.1,0.446,0.012,0.186,6.3,4.7,5.5,12,1.9,0.6,6.1,20,,0.1,0.2,0.3,0.071,,-1.3,-0.2,-1.5,0
114,Steve Harris,SG,24,GSW,44,885,14.5,0.509,0.015,0.242,5,8.3,6.6,12,2.2,0.4,10.1,22.6,,0.6,0.3,0.9,0.048,,-0.7,-1.4,-2.1,0
115,Scott Hastings,PF,27,ATL,55,403,10.8,0.586,0.146,0.329,7.4,19.4,13.4,5.1,1,1.5,13,11.3,,0.6,0.5,1,0.125,,-1.8,0.4,-1.4,0.1
116,Dave Henderson,SG,23,PHI,22,351,6.7,0.461,0.009,0.405,3.6,8,5.8,14.4,1.7,0.9,22.6,21.3,,-0.6,0.2,-0.4,-0.058,,-5.5,-1.6,-7.1,-0.4
117,Gerald Henderson,PG,32,TOT,75,1505,12.1,0.564,0.36,0.375,2.1,6.2,4.1,22.5,2.3,0.2,20.1,18.5,,1.3,0.9,2.2,0.071,,-0.8,-0.6,-1.4,0.2
117,Gerald Henderson,PG,32,NYK,6,69,4.4,0.47,0.286,0.143,1.6,15.4,8.3,24.3,1.4,0,35,13.5,,-0.1,0.1,0,-0.01,,-5.1,1,-4.1,0
117,Gerald Henderson,PG,32,PHI,69,1436,12.5,0.566,0.362,0.383,2.1,5.8,3.9,22.5,2.3,0.2,19.6,18.8,,1.4,0.8,2.2,0.075,,-0.6,-0.7,-1.3,0.3
118,Kevin Henderson,SG,23,TOT,17,190,6.7,0.442,0.019,0.491,5.3,7.2,6.2,15.9,2,0,20.9,17.5,,-0.2,0.1,-0.2,-0.045,,-5,-1.4,-6.3,-0.2
118,Kevin Henderson,SG,23,GSW,12,170,6.4,0.443,0.021,0.292,3.8,7.4,5.6,16.2,2.2,0,21.7,16.5,,-0.2,0.1,-0.2,-0.046,,-5.2,-1,-6.2,-0.2
118,Kevin Henderson,SG,23,CLE,5,20,9.1,0.438,0,2.4,18.1,5.7,11.8,13.6,0,0,16.3,26.2,,0,0,0,-0.039,,-3.2,-4,-7.2,0
119,Conner Henry,SG,24,TOT,39,433,12.4,0.536,0.3,0.313,3.4,9.2,6.4,21.1,1.3,0.7,18.6,20,,0.2,0.2,0.4,0.049,,0,-0.9,-0.9,0.1
119,Conner Henry,SG,24,BOS,10,81,9.5,0.525,0.286,0.357,3.1,11,7.3,19.1,0.6,0.7,21.7,21.9,,0,0,0,0.016,,-1.7,-1.2,-2.8,0
119,Conner Henry,SG,24,MIL,14,145,6.2,0.363,0.146,0.171,3.9,10.9,7.4,26.3,1.4,0.4,24.1,16.9,,-0.3,0.1,-0.2,-0.058,,-3.3,-0.8,-4.1,-0.1
119,Conner Henry,SG,24,SAC,15,207,17.8,0.621,0.383,0.37,3.1,7.4,5.3,18.2,1.6,0.8,14.5,21.5,,0.5,0.1,0.6,0.136,,2.9,-0.8,2.1,0.2
120,Rod Higgins,SF,28,GSW,68,2188,16.3,0.608,0.054,0.444,4.7,10.4,7.5,12.3,1.5,0.8,11.4,18.1,,5,0.6,5.7,0.124,,1.7,-0.8,0.9,1.6
121,Roy Hinson,SF,26,TOT,77,2592,14.8,0.543,0.002,0.377,6.9,16.4,11.6,6,1.3,3.2,13.5,20.4,,1.9,2.6,4.5,0.083,,-1.1,0,-1.1,0.6
121,Roy Hinson,SF,26,PHI,29,845,13,0.513,0.004,0.456,7.3,16,11.6,4.8,1.4,4.8,16.2,19.5,,0,0.9,0.9,0.052,,-2.5,0.5,-2,0
121,Roy Hinson,SF,26,NJN,48,1747,15.6,0.556,0.002,0.345,6.8,16.6,11.5,6.6,1.3,2.5,12.3,20.9,,1.9,1.6,3.5,0.097,,-0.4,-0.3,-0.6,0.6
122,Craig Hodges,SG,27,TOT,66,1445,12.2,0.567,0.335,0.136,1.5,4.6,3,15.2,1.5,0.1,12.2,18.2,,1.6,0.7,2.4,0.078,,0.3,-0.7,-0.4,0.6
122,Craig Hodges,SG,27,MIL,43,983,11.3,0.548,0.342,0.113,1.4,3.9,2.6,16,1.5,0,11.9,17.6,,0.9,0.6,1.5,0.073,,-0.2,-0.6,-0.8,0.3
122,Craig Hodges,SG,27,PHO,23,462,14.2,0.604,0.32,0.18,1.7,6.1,3.9,13.4,1.6,0.3,12.7,19.4,,0.7,0.1,0.9,0.09,,1.3,-1,0.2,0.3
123,Michael Holton,PG,26,POR,82,1279,11.4,0.532,0.042,0.365,4.2,8.4,6.3,20.6,1.5,0.4,17.3,15.3,,1.3,1.1,2.3,0.087,,-1.5,-0.1,-1.5,0.1
124,Dave Hoppen,C,23,TOT,39,642,11.4,0.528,0.005,0.339,9.8,20.6,15.1,6.7,1,0.5,15,15.6,,0.5,0.4,0.8,0.061,,-2.5,-2.2,-4.8,-0.5
124,Dave Hoppen,C,23,MIL,3,35,8.2,0.446,0,0.273,12.9,9.7,11.3,7.8,0,0,14,17.2,,0,0,0,0.023,,-3.5,-3.7,-7.2,0
124,Dave Hoppen,C,23,GSW,36,607,11.5,0.533,0.006,0.343,9.6,21.3,15.3,6.6,1,0.6,15,15.5,,0.5,0.3,0.8,0.063,,-2.5,-2.2,-4.7,-0.4
125,Dennis Hopson,SG,22,NJN,61,1365,10.2,0.468,0.082,0.322,5.2,7,6.1,13.3,2,1.1,16,23.1,,-1.3,1,-0.3,-0.012,,-2.8,-0.8,-3.6,-0.5
126,Jeff Hornacek,SG,24,PHO,82,2243,15.9,0.569,0.096,0.306,3.5,9.6,6.6,31.5,2.3,0.3,18.5,15.3,,3.7,1.3,5,0.106,,1.4,0,1.4,1.9
127,Phil Hubbard,SF,31,CLE,78,1631,11.8,0.554,0.01,0.501,8.7,11.5,10.1,7.2,1.5,0.3,16.6,18.6,,1.1,1.6,2.7,0.081,,-1.8,-1,-2.7,-0.3
128,Eddie Hughes,PG,27,UTA,11,42,8.8,0.543,0.462,0.462,8,2.5,5.1,24.9,0,0,27.7,21.1,,0,0,0,0.021,,-1.8,-3.8,-5.6,0
129,Jay Humphries,PG,25,TOT,68,1809,14.8,0.564,0.033,0.284,3,7.8,5.4,29.7,2.1,0.2,17.3,16.6,,2.5,1,3.5,0.093,,0.4,-0.3,0.1,1
129,Jay Humphries,PG,25,PHO,50,1557,15.8,0.581,0.033,0.287,3.2,7.8,5.5,31.1,1.9,0.1,16.5,17.1,,2.8,0.6,3.5,0.107,,1.2,-0.6,0.6,1
129,Jay Humphries,PG,25,MIL,18,252,8.2,0.407,0.037,0.259,2.2,8.1,5.1,21.1,3.9,0.2,24,13.2,,-0.3,0.3,0,0.007,,-4.8,1.7,-3.1,-0.1
130,Marc Iavaroni,PF,31,UTA,81,1238,8.6,0.518,0.006,0.321,8.5,14.5,11.6,7,0.9,1.2,19.1,14.4,,0,1.7,1.7,0.064,,-3.5,0,-3.5,-0.5
131,Mark Jackson,PG,22,NYK,82,3249,15.7,0.493,0.124,0.263,4.1,10,7,37.4,3.1,0.1,18.6,17.3,,3.5,4.2,7.6,0.113,,1.6,1.1,2.7,3.9
132,Michael Jackson,PG,23,SAC,58,760,7.8,0.424,0.146,0.187,2.4,6,4.2,29.8,1.3,0.4,23.9,12.9,,-0.3,0.1,-0.2,-0.011,,-3.3,-1.7,-4.9,-0.6
133,Buck Johnson,SF,24,HOU,70,879,13.9,0.559,0.027,0.305,9.2,10.7,10,7.9,1.6,1.7,13.8,17.9,,1.1,1.1,2.1,0.116,,-1.1,0.3,-0.8,0.3
134,Clemon Johnson,C,31,SEA,74,723,7.1,0.504,0,0.305,10,17.2,13.5,2.9,0.9,2.1,19.6,8.2,,0.2,0.7,0.9,0.061,,-3.1,-0.1,-3.3,-0.2
135,Dennis Johnson*,PG,33,BOS,77,2670,14,0.52,0.057,0.371,2.9,7.4,5.3,28.8,1.7,0.6,17.3,18.1,,3.4,1.7,5,0.091,,0.7,-0.6,0.1,1.4
136,Eddie Johnson,SF,28,PHO,73,2177,15.2,0.532,0.085,0.216,6.2,10.3,8.2,12.6,0.7,0.2,10.3,25.4,,2.5,0.5,3,0.065,,0.8,-2.8,-2,0
137,Frank Johnson,PG,29,WSB,75,1258,13.5,0.492,0.018,0.299,3.4,7.4,5.4,22.2,2.7,0.2,14.9,21.7,,0.4,1.3,1.6,0.063,,-1.4,0.3,-1,0.3
138,Kannard Johnson,SF,22,CLE,4,12,-4.6,0.333,0,0,0,0,0,0,4.1,0,40,17.8,,-0.1,0,-0.1,-0.238,,-9.3,-0.3,-9.7,0
139,Kevin Johnson,PG,21,TOT,80,1917,15.5,0.531,0.04,0.354,2.1,9.2,5.7,31.4,2.6,0.7,17.5,18.2,,2.2,1.9,4,0.101,,0.3,0.6,0.9,1.4
139,Kevin Johnson,PG,21,CLE,52,1043,13.4,0.527,0.029,0.36,1.2,6.8,4.1,26.4,2.8,1,18.5,18.1,,0.6,1.3,1.8,0.085,,-1.2,1,-0.2,0.5
139,Kevin Johnson,PG,21,PHO,28,874,18,0.536,0.053,0.347,3.3,12.1,7.7,37.3,2.3,0.5,16.3,18.3,,1.6,0.6,2.2,0.12,,2,0.1,2.2,0.9
140,Magic Johnson*,PG,28,LAL,72,2637,23.1,0.581,0.056,0.491,4,14.8,9.7,45.4,2.1,0.3,18.2,23.4,,7.8,3.1,10.9,0.199,,5.2,0.8,6,5.3
141,Steve Johnson,C,30,POR,43,1050,14.9,0.554,0.002,0.51,8.6,16.3,12.5,8,0.8,1.7,17,27,,0.2,1.1,1.3,0.058,,-1.7,-1.4,-3.1,-0.3
142,Vinnie Johnson,SG,31,DET,82,1935,13.8,0.475,0.025,0.226,5.3,8,6.7,21.1,1.5,0.5,12.6,25.9,,0.2,2.1,2.3,0.056,,-0.5,-0.4,-0.9,0.5
143,Caldwell Jones,C,37,POR,79,1778,8,0.539,0.015,0.403,6.4,18.5,12.4,5.3,0.8,3.2,20.9,8.7,,0.5,2.2,2.7,0.073,,-3,1.4,-1.7,0.1
144,Charles Jones,PF,30,WSB,69,1313,9.3,0.469,0.006,0.424,8.9,18.8,13.8,5.7,2,5,21.3,8.4,,0,2.2,2.2,0.082,,-3.6,3.4,-0.2,0.6
145,Charles Jones,PF,26,POR,37,186,5.9,0.468,0.025,0.825,6.4,11.6,9,5.1,0.7,1.9,18,14.1,,-0.1,0.2,0.1,0.017,,-5.1,-0.9,-6,-0.2
146,Michael Jordan*,SG,24,CHI,82,3311,31.7,0.603,0.027,0.43,4.8,10.7,7.8,27,3.9,2.4,9.6,34.1,,15.2,6.1,21.2,0.308,,8.8,4.2,13,12.5
147,Jerome Kersey,SF,25,POR,79,2888,17.3,0.542,0.012,0.323,7.9,16.7,12.3,11.7,2,1.3,10.3,21.3,,4.8,3.8,8.6,0.144,,1.2,0.6,1.8,2.8
148,Albert King,SF,28,PHI,72,1593,7.2,0.442,0.091,0.191,5.2,10.6,7.9,10.1,1.2,0.7,13.7,18,,-0.9,0.8,-0.1,-0.004,,-4.2,-1.2,-5.4,-1.4
149,Bernard King*,SF,31,WSB,69,2044,15,0.55,0.006,0.345,4.7,10.7,7.7,15.3,1.2,0.3,16.3,26.1,,1.2,1.6,2.8,0.066,,-0.1,-1.2,-1.3,0.3
150,Greg Kite,C,26,TOT,53,1063,7.3,0.467,0.005,0.385,8.4,18.6,13.3,6.1,0.9,3.1,23.3,12,,-1,1.3,0.3,0.014,,-5.4,0.7,-4.7,-0.7
150,Greg Kite,C,26,BOS,13,86,5.5,0.371,0,0.261,14.7,18.1,16.5,2.9,1.7,5.3,26,17.3,,-0.2,0.1,-0.1,-0.067,,-7.6,-0.1,-7.7,-0.1
150,Greg Kite,C,26,LAC,40,977,7.5,0.479,0.005,0.401,7.9,18.6,13.1,6.4,0.8,2.9,23,11.6,,-0.7,1.2,0.4,0.022,,-5.2,0.8,-4.4,-0.6
151,Joe Kleine,C,26,SAC,82,1999,13.4,0.521,0,0.274,9.7,21.9,15.8,6.5,0.7,1.6,12.2,17.7,,1.7,1.3,3.1,0.074,,-1.7,-1.3,-3,-0.5
152,Bart Kofoed,SG,23,UTA,36,225,1.9,0.428,0.146,0.271,2,5,3.6,12.7,1.3,0.3,25.1,13,,-0.4,0.2,-0.1,-0.026,,-7.4,-0.5,-7.9,-0.3
153,Jon Koncak,C,24,ATL,49,1073,11.8,0.531,0.01,0.67,10.6,24,17.3,2.3,1.7,3.2,16.8,12.4,,0.6,1.8,2.3,0.104,,-2.4,1.3,-1,0.3
154,Larry Krystkowiak,PF,23,MIL,50,1050,11.1,0.558,0.011,0.477,9.4,15.4,12.4,6.5,0.8,0.5,15,15.2,,1.1,1,2.1,0.096,,-2,-0.9,-2.9,-0.2
155,Bill Laimbeer,C,30,DET,82,2897,15.1,0.546,0.042,0.232,6.5,25.1,16,9.6,1.1,1.6,11.8,16.5,,3.8,5,8.8,0.146,,0.5,1.7,2.2,3.1
156,Jeff Lamp,SF,28,LAL,3,7,9.2,1.136,,,0,0,0,0,0,0,0,5.2,,0,0,0,0.227,,-0.2,1.4,1.2,0
157,Allen Leavell,SG,30,HOU,80,2150,14.3,0.527,0.132,0.377,1.1,6.1,3.6,25.3,2.7,0.2,14.3,16.9,,2.6,2.5,5.1,0.115,,-0.3,1.1,0.8,1.5
158,Fat Lever,SG,27,DEN,82,3061,20.5,0.516,0.042,0.232,6.7,16.5,11.4,28.1,3.3,0.4,10.8,21.4,,5.5,4.9,10.4,0.163,,3,2.2,5.1,5.5
159,Cliff Levingston,PF,27,ATL,82,2135,15.5,0.609,0.004,0.436,11.8,14.5,13.1,4.6,1.2,2.4,12.3,15.1,,4.6,2.3,7,0.157,,0.5,0.3,0.8,1.5
160,Ralph Lewis,SG,24,DET,50,310,5.6,0.384,0.011,0.552,6.3,12,9.2,5.7,2,0.8,14.9,17,,-0.5,0.4,-0.1,-0.008,,-5.4,0.6,-4.8,-0.2
161,Reggie Lewis,SG,22,BOS,49,405,14.3,0.504,0.021,0.295,8.8,9.6,9.2,9.3,1.9,2.1,12.1,26.3,,0.1,0.4,0.4,0.052,,-2.2,-1.2,-3.4,-0.1
162,Alton Lister,C,29,SEA,82,1812,12,0.541,0.006,0.548,12.1,27.2,19.5,4,0.7,4.8,17.5,11.4,,1.4,2.8,4.1,0.11,,-2.5,1,-1.5,0.2
163,Brad Lohaus,PF,23,BOS,70,718,12.2,0.543,0.053,0.252,8.1,14.2,11.4,9.2,1.4,3.3,17.8,19.9,,0.2,0.8,0.9,0.063,,-3,0.4,-2.7,-0.1
164,John Long,SG,31,IND,81,2022,15.2,0.539,0.088,0.208,3.9,8.5,6.2,12.9,2,0.3,11.7,22.7,,2,1.9,3.9,0.093,,0.2,0,0.3,1.2
165,John Lucas,PG,34,MIL,81,1766,16.1,0.529,0.239,0.257,1.8,8.3,5.1,32.1,2.5,0.1,15.1,19.7,,2.2,1.7,3.9,0.106,,1.8,0.3,2,1.8
166,Maurice Lucas,PF,35,POR,73,1191,11.5,0.508,0.008,0.397,9.2,19.5,14.3,10,1.3,0.5,14.3,16.9,,0.9,1.4,2.3,0.091,,-2.2,-0.1,-2.2,-0.1
167,Rick Mahorn,PF,29,DET,67,1963,13.7,0.622,0.004,0.451,9.3,22.6,16.1,4.2,1.1,1.3,17.1,14.7,,2.8,3.2,5.9,0.145,,-0.8,0.9,0.2,1.1
168,Jeff Malone,SG,26,WSB,80,2655,16.1,0.537,0.018,0.279,1.8,6.9,4.3,14.9,0.9,0.3,10.1,26.4,,4,1.5,5.6,0.101,,1,-1.4,-0.3,1.1
169,Karl Malone*,PF,24,UTA,82,3198,20.7,0.568,0.003,0.478,9.7,22.8,16.6,10.1,1.7,0.9,14,29.7,,4,6.1,10.1,0.152,,1.7,-0.2,1.5,2.9
170,Moses Malone*,C,32,WSB,79,2692,21.1,0.577,0.006,0.632,15.3,21.5,18.3,6.4,1.1,1.6,15.2,25.2,,5.7,3.4,9.2,0.163,,3,-1.4,1.6,2.5
171,Pace Mannion,SF,27,MIL,35,477,8,0.458,0.102,0.314,4,8,6,15.4,1.3,0.9,15.2,14,,0,0.4,0.3,0.032,,-3.1,0.5,-2.6,-0.1
172,Bill Martin,SF,25,PHO,10,101,5.7,0.353,0.02,0.255,10,20.2,15,8,2.3,0,13.7,26.5,,-0.3,0.1,-0.2,-0.117,,-6.9,-2,-8.9,-0.2
173,Maurice Martin,SF,23,DEN,26,136,9.2,0.406,0.066,0.344,9.7,8.8,9.3,13.1,2,1.3,12.5,23,,-0.2,0.2,0,-0.014,,-4.4,-1.4,-5.9,-0.1
174,Wes Matthews,PG,28,LAL,51,706,12.4,0.522,0.121,0.262,2.7,7.7,5.3,26.4,1.7,0.2,20,20.4,,0.2,0.6,0.8,0.054,,-1.5,-1,-2.5,-0.1
175,Cedric Maxwell,SF,32,HOU,71,848,12.2,0.577,0.012,0.836,9.2,12.9,11,9,1.2,0.8,18.8,13.6,,1,1,2,0.112,,-0.5,0.2,-0.3,0.4
176,Tim McCormick,C,25,TOT,70,2114,13.4,0.566,0.003,0.332,7.8,18.1,12.8,8.7,0.7,0.7,13,17,,2.5,1.4,3.9,0.089,,-0.6,-0.9,-1.5,0.3
176,Tim McCormick,C,25,PHI,23,601,10.8,0.555,0,0.384,9.4,18.4,13.9,6.3,1.2,0.8,17.8,13.8,,0.4,0.5,0.9,0.069,,-2.2,-0.5,-2.7,-0.1
176,Tim McCormick,C,25,NJN,47,1513,14.4,0.569,0.004,0.318,7.2,17.9,12.4,9.7,0.6,0.6,11.6,18.3,,2.1,1,3.1,0.097,,0,-1,-1,0.4
177,Rodney McCray,SF,26,HOU,81,2689,15.1,0.554,0.005,0.492,9.1,15.4,12.3,13.1,1,1.1,13.7,15.7,,4.4,3.2,7.6,0.135,,1.2,0.4,1.6,2.5
178,Xavier McDaniel,SF,24,SEA,78,2703,18.2,0.528,0.036,0.279,8.4,13.3,10.8,15.2,1.7,1.2,12.4,26.8,,3.6,2.6,6.2,0.11,,2.2,-0.8,1.4,2.3
179,Ben McDonald,PF,25,GSW,81,2039,9,0.509,0.063,0.201,7.1,11.3,9.1,9,0.9,0.2,13.4,13.8,,1,0.3,1.3,0.031,,-2.4,-1.8,-4.2,-1.1
180,Mike McGee,SF-SG,28,TOT,48,1003,14.9,0.5,0.302,0.192,5.9,8,7,10.8,2.5,0.3,10.2,25.8,,0.5,0.6,1.1,0.052,,0.3,-1,-0.7,0.3
180,Mike McGee,SG,28,ATL,11,117,12.7,0.467,0.365,0.115,3.8,11.5,7.6,16.3,2.1,0,11.4,22.2,,0,0.1,0.1,0.038,,-1.4,-0.6,-2,0
180,Mike McGee,SF,28,SAC,37,886,15.2,0.504,0.295,0.201,6.2,7.5,6.9,10.1,2.5,0.4,10,26.3,,0.5,0.5,1,0.054,,0.6,-1.1,-0.5,0.3
181,Kevin McHale*,PF,30,BOS,64,2390,21.9,0.656,0,0.476,8.4,17.5,13.3,10.5,0.6,2.2,11.3,22.3,,8.2,2,10.2,0.205,,4,-0.5,3.5,3.3
182,Kevin McKenna,SG,29,NJN,31,393,9.2,0.525,0.459,0.229,1.1,8.2,4.6,14.5,1.9,0.3,13.7,14.9,,0.2,0.2,0.5,0.061,,-2.8,0.1,-2.8,-0.1
183,Derrick McKey,SF,21,SEA,82,1706,13.8,0.562,0.058,0.432,7.4,14.4,10.8,8.4,2,2.3,14.9,17.1,,2.1,2,4.1,0.116,,-0.7,0.9,0.2,0.9
184,Nate McMillan,PG,23,SEA,82,2453,15.9,0.532,0.048,0.413,5.2,10.4,7.7,35.9,3.3,1.2,24.4,12.7,,3.4,3.1,6.5,0.127,,1.4,1.9,3.3,3.3
185,Mark McNamara,C,28,PHI,42,581,9.4,0.469,0,0.496,13.1,18.3,15.7,4.3,0.3,1.2,13.8,13.7,,0.3,0.3,0.6,0.052,,-2.3,-2.1,-4.4,-0.4
186,Chris McNealy,PF,26,NYK,19,265,7.7,0.382,0,0.419,10,17.9,13.8,11.4,2.9,0.5,16.2,16,,-0.3,0.4,0.2,0.03,,-3.6,1.6,-2,0
187,Reggie Miller*,SG,22,IND,82,1840,14,0.58,0.274,0.297,5.7,5.6,5.7,10.2,1.4,0.6,12.5,18.6,,2.9,1.3,4.2,0.11,,1.1,-0.4,0.7,1.3
188,Dirk Minniefield,PG,27,TOT,72,1070,10.4,0.532,0.072,0.249,3.4,6.9,5.2,26.5,2.7,0.2,27.5,13.4,,0.3,0.8,1.1,0.05,,-2,0.4,-1.6,0.1
188,Dirk Minniefield,PG,27,GSW,11,202,13.2,0.559,0.104,0.479,4.3,7.4,5.8,25,3.5,0,21.6,14.9,,0.2,0.1,0.3,0.068,,-1.5,1.4,-0.1,0.1
188,Dirk Minniefield,PG,27,BOS,61,868,9.7,0.524,0.064,0.185,3.2,6.8,5.1,26.9,2.5,0.2,29.2,13.1,,0.2,0.7,0.8,0.046,,-2.2,0.2,-2,0
189,Mike Mitchell,SF,32,SAS,68,1501,15.7,0.529,0.015,0.247,3.9,10.5,7.1,6.6,0.9,0.5,5.6,24.2,,2.2,0.2,2.4,0.076,,0.4,-2.8,-2.4,-0.2
190,Paul Mokeski,C,31,MIL,60,848,8.8,0.519,0.019,0.343,9.3,20.1,14.7,3.5,1.6,1.9,16.9,14.4,,0.1,1.2,1.3,0.073,,-5.1,0.6,-4.5,-0.5
191,Sidney Moncrief*,SG,30,MIL,56,1428,15.2,0.569,0.07,0.441,4.6,9.6,7.1,20.4,1.4,0.6,14,18.2,,2.5,1.2,3.7,0.123,,1.1,-0.2,0.9,1.1
192,Andre Moore,PF-SF,23,TOT,10,50,12.1,0.393,0,0.296,12.4,17.6,14.9,16.1,1.8,1.1,11.6,27.2,,-0.1,0.1,0,-0.013,,-3.6,-2.4,-6,-0.1
192,Andre Moore,PF,23,DEN,7,34,15.5,0.375,0,0.25,14.9,22.5,18.5,19.7,2.7,1.7,10.1,34,,-0.1,0.1,0,-0.007,,-4,-2.4,-6.3,0
192,Andre Moore,SF,23,MIL,3,16,4.9,0.515,0,0.667,7,7.1,7,8.6,0,0,20.5,12.8,,0,0,0,-0.025,,-2.9,-2.4,-5.3,0
193,Johnny Moore,PG,29,TOT,5,61,5.9,0.4,0.1,0,3.6,7.3,5.4,23.1,2.3,0,41.2,11.2,,-0.1,0,-0.1,-0.077,,-4.1,-2,-6,-0.1
193,Johnny Moore,PG,29,SAS,4,51,9,0.444,0.111,0,2.1,6.4,4.2,25.2,2.7,0,30.8,10.1,,0,0,0,-0.009,,-2.5,-0.3,-2.8,0
193,Johnny Moore,PG,29,NJN,1,10,-9.8,0,0,0,11.2,12,11.6,12.3,0,0,75,16.9,,-0.1,0,-0.1,-0.428,,-12.2,-10.5,-22.7,-0.1
194,Ron Moore,C,26,TOT,14,59,2,0.369,0,0.276,3.9,11.5,7.6,2.4,4.1,0,11,25.5,,-0.2,0.1,-0.1,-0.074,,-11.5,-1,-12.5,-0.2
194,Ron Moore,C,26,DET,9,25,-1,0.339,0,0.308,9.2,0,4.5,5.6,3.9,0,16.9,29.5,,-0.1,0,-0.1,-0.165,,-12.4,-1,-13.4,-0.1
194,Ron Moore,C,26,PHO,5,34,4.3,0.394,0,0.25,0,20,9.9,0,4.2,0,5.3,22.5,,-0.1,0,0,-0.008,,-10.8,-1.1,-11.9,-0.1
195,Chris Mullin*,SF,24,GSW,60,2033,19.8,0.58,0.105,0.292,3.1,8.3,5.6,22.1,2.6,0.9,13,23.9,,4.1,1,5.1,0.121,,3.3,-0.1,3.2,2.7
196,Jay Murphy,PF,25,WSB,9,46,6.6,0.397,0,0.217,9.6,29.4,19.4,3.2,0,0,16.6,27.1,,-0.1,0.1,-0.1,-0.085,,-6.1,-3.9,-9.9,-0.1
197,Ronnie Murphy,SF,23,POR,18,89,2.9,0.334,0.082,0.224,6.1,7.3,6.7,8.7,2.6,0.6,12.9,27.4,,-0.3,0.1,-0.2,-0.13,,-9.1,-2.5,-11.5,-0.2
198,Tod Murphy,PF,24,LAC,1,19,15.7,0.906,0,4,5.4,5.8,5.6,14,2.5,0,0,5.9,,0.1,0,0.1,0.235,,0.6,1.1,1.7,0
199,Pete Myers,SG,24,SAS,22,328,10.1,0.499,0.042,0.411,3.6,8.7,6.1,18.2,2.4,1,22.7,17.5,,-0.2,0.1,-0.1,-0.009,,-2.8,-0.5,-3.2,-0.1
200,Larry Nance,PF,28,TOT,67,2383,20.3,0.586,0.007,0.424,9.3,19.8,14.6,12.9,1.3,3.9,12.4,21.7,,5.1,2.9,8,0.161,,2.4,1.1,3.5,3.3
200,Larry Nance,PF,28,PHO,40,1477,20.5,0.581,0.008,0.404,9,21.1,15,12.3,1.4,3.8,12.7,22.9,,2.8,1.6,4.3,0.141,,2.2,0.7,2.9,1.9
200,Larry Nance,PF,28,CLE,27,906,19.9,0.597,0.003,0.464,9.9,17.6,13.8,14,1,4.1,11.8,19.6,,2.3,1.3,3.6,0.192,,2.7,1.6,4.3,1.4
201,Calvin Natt,PF,31,DEN,27,533,14.4,0.537,0.005,0.351,6.6,12.5,9.5,11.6,1.1,0.3,11.1,19.7,,0.6,0.5,1.1,0.102,,0.2,-1.1,-0.9,0.2
202,Ed Nealy,PF,27,SAS,68,837,9.2,0.519,0.018,0.578,10.5,18.3,14.3,6.7,1.6,0.3,16.5,7.7,,0.7,0.5,1.2,0.068,,-1.8,-0.6,-2.4,-0.1
203,Martin Nessley,C,22,TOT,44,336,2.8,0.401,0,0.346,7.1,19.4,13,6.4,1.1,2,27.7,10,,-0.5,0.4,-0.1,-0.014,,-9.4,1.2,-8.2,-0.5
203,Martin Nessley,C,22,LAC,35,295,2.9,0.39,0,0.286,7,19.8,13.2,7.3,1.1,2.1,27.6,10.5,,-0.5,0.4,-0.1,-0.016,,-9.5,1.4,-8,-0.4
203,Martin Nessley,C,22,SAC,9,41,2.3,0.525,0,1.333,7.9,16,11.9,0,1.2,1.4,29.6,6.6,,0,0,0,-0.001,,-8.6,-0.5,-9.1,-0.1
204,Chuck Nevitt,C,28,DET,17,63,6.6,0.36,0,0.286,7.3,24.2,16,0,0.8,4.7,7.8,16.9,,-0.1,0.1,0,0.018,,-7,-0.4,-7.4,-0.1
