Player,MP,WS,WS/48,BPM
Jon Sundvold,1284,1.2,0.044,-2.7
Julius Erving*,2683,10.1,0.18,5.9
Junior Bridgeman,2431,5.1,0.1,-0.8
Kareem Abdul-Jabbar*,2622,8.9,0.163,3.0
Keith Edmonson,622,0.8,0.054,-7.0
Kelly Tripucka,2493,5.7,0.109,-0.3
Kelvin Ransey,1937,3.8,0.095,-0.1
Ken Austin,28,0.0,-0.046,-4.9
Kenny Carr,2455,6.7,0.131,0.3
Kenny Dennard,413,0.1,0.007,-3.7
Kent Benson,1734,4.7,0.131,1.5
Kevin Grevey,923,2.0,0.105,-1.2
Kevin Loder,137,0.1,0.006,-7.1
Kevin McHale*,2577,10.5,0.196,2.3
Kevin McKenna,923,0.6,0.031,-3.5
Kevin Williams,200,0.1,0.026,-3.6
Kiki Vandeweghe,2734,10.3,0.181,3.6
Kurt Nimphius,2284,4.8,0.101,0.3
Kurt Rambis,743,1.5,0.095,-1.5
Kyle Macy,2402,5.0,0.099,0.1
LaSalle Thompson,1915,4.9,0.122,-0.1
Larry Bird*,3028,13.6,0.215,7.6
Larry Drew,2363,4.6,0.093,0.8
Larry Micheaux,332,0.9,0.13,0.7
Larry Nance,2899,9.8,0.163,3.1
Larry Smith,2091,4.0,0.091,-2.2
Larry Spriggs,363,0.5,0.062,-2.9
Len Elmore,832,0.9,0.053,-3.0
Leo Rautins,196,-0.1,-0.024,-4.5
Leroy Combs,446,0.4,0.041,-0.8
Lester Conner,2573,5.9,0.11,1.6
Lewis Lloyd,2578,4.6,0.085,0.7
Linton Townes,19,0.0,0.359,-8.4
Lionel Hollins,216,0.1,0.013,-2.6
Lonnie Shelton,2101,2.1,0.048,-1.3
Lorenzo Romar,1022,2.4,0.157,-3.2
Louis Orr,1640,3.5,0.103,-0.8
M.L. Carr,585,0.4,0.034,-3.6
Magic Johnson*,2567,10.2,0.191,6.6
Major Jones,473,0.9,0.088,-0.9
Marc Iavaroni,1532,1.4,0.045,-3.1
Mark Aguirre,2900,9.0,0.149,3.7
Mark Eaton,2139,3.7,0.084,1.0
Mark Jones,16,0.0,0.07,-4.0
Mark Landsberger,335,0.3,0.036,-3.8
Mark McNamara,1037,1.2,0.057,-3.6
Mark Olberding,2160,4.1,0.091,-1.4
Mark West,202,-0.1,-0.023,-6.3
Marques Johnson,2715,8.6,0.152,3.6
Marvin Webster,1290,2.5,0.091,-0.3
Maurice Cheeks*,2494,7.3,0.141,2.3
Maurice Lucas,2309,6.4,0.134,0.6
Michael Brooks,1405,2.4,0.081,-0.3
Michael Cooper,2387,6.5,0.13,2.5
Michael Wilson,26,-0.1,-0.159,-5.7
Micheal Ray Richardson,1285,2.4,0.09,1.8
Mickey Johnson,2122,3.5,0.079,-0.6
Mike Bratz,1428,1.9,0.063,-1.2
Mike Dunleavy,404,1.4,0.167,1.9
Mike Evans,1687,0.9,0.024,-3.6
Mike Gibson,229,0.1,0.031,-4.2
Mike Glenn,1503,3.9,0.124,0.6
Mike Gminski,1655,4.0,0.116,0.1
Mike McGee,1425,2.8,0.095,-1.4
Mike Mitchell,2853,5.5,0.092,-1.7
Mike O'Koren,1191,1.5,0.062,-2.2
Mike Sanders,586,0.6,0.045,-3.2
Mike Woodson,1838,4.2,0.11,0.5
Mitch Kupchak,324,0.0,0.003,-7.4
Mitchell Wiggins,2123,3.3,0.076,-1.1
Moses Malone*,2613,9.5,0.175,0.8
Mychal Thompson,2648,6.9,0.125,2.7
Norm Nixon,3053,5.4,0.085,0.8
Orlando Woolridge,2544,5.3,0.1,0.1
Otis Birdsong,2168,4.5,0.1,0.6
Pace Mannion,469,0.4,0.04,-2.6
Pat Cummings,2492,4.2,0.081,-2.0
Paul Mokeski,838,1.6,0.09,-3.1
Paul Pressey,1730,3.8,0.106,1.9
Paul Thompson,1731,3.7,0.104,0.7
Paul Westphal*,865,1.5,0.086,-0.9
Pete Verhoeven,327,0.7,0.099,-1.2
Phil Ford,2020,2.9,0.068,-2.6
Phil Hubbard,1799,4.6,0.124,-0.2
Purvis Short,2945,6.0,0.098,0.0
Quinn Buckner,1249,1.3,0.052,-1.8
Quintin Dailey,2449,3.7,0.072,-0.6
Ralph Sampson*,2693,6.0,0.108,0.9
Randy Breuer,472,0.3,0.029,-5.6
Randy Wittman,1071,1.2,0.054,-3.0
Ray Tolbert,475,0.8,0.081,-1.9
Ray Williams,2230,6.2,0.132,3.1
Reggie Johnson,818,1.6,0.094,-2.4
Reggie King,2086,3.4,0.079,-0.6
Reggie Theus,1498,1.7,0.108,-2.8
Rich Kelley,1674,2.4,0.07,-2.2
Richard Anderson,1380,1.3,0.044,-1.9
Rick Mahorn,2701,4.8,0.085,-1.1
Rick Robey,856,1.4,0.078,-2.0
Rickey Brown,785,0.9,0.056,-4.4
Rickey Green,2768,7.9,0.138,3.0
Ricky Pierce,1280,1.8,0.067,-3.0
Ricky Sobers,2624,2.9,0.053,-1.6
Rob Williams,1924,2.2,0.056,-2.4
Robert Parish*,2867,10.5,0.175,1.9
Robert Reid,1936,3.5,0.088,0.0
Rod Foster,1424,1.6,0.054,-2.9
Rod Higgins,1577,2.0,0.06,-1.7
Rodney McCray,2081,4.6,0.106,0.4
Roger Phegley,87,-0.2,0.106,-10.0
Rolando Blackman,3025,9.8,0.155,2.4
Ron Brewer,992,0.4,0.049,-6.7
Ronnie Lester,687,0.7,0.048,-1.2
Rory Sparrow,2436,4.2,0.083,-0.5
Rory White,372,0.4,-0.011,-11.5
Roy Hinson,1858,2.5,0.064,-2.2
Rudy Macklin,65,0.1,0.053,-5.1
Russell Cross,354,0.8,0.106,-0.8
Sam Williams,1434,2.7,0.207,-2.6
Scooter McCray,520,0.3,0.032,-3.1
Scott Hastings,1135,2.1,0.09,-2.3
Scott Wedman,916,1.2,0.065,-2.6
Sedale Threatt,464,0.1,0.012,-5.7
Sidney Green,667,0.3,0.02,-5.7
Sidney Lowe,1238,1.7,0.066,-0.6
Sidney Moncrief*,3075,12.7,0.198,4.1
Sleepy Floyd,2555,4.4,0.084,-0.5
Sly Williams,258,-0.1,-0.021,-4.9
Steve Hawes,1153,1.8,0.074,-1.9
Steve Hayes,253,0.3,0.061,-3.1
Steve Johnson,1487,2.4,0.159,-5.2
Steve Lingenfelter,14,0.0,0.007,-4.8
Steve Stipanovich,2426,3.6,0.072,-1.8
Stewart Granger,738,0.5,0.032,-4.0
Swen Nater,829,1.2,0.071,-4.9
T.R. Dunn,2705,4.1,0.073,0.4
Terry Cummings,2907,7.5,0.123,0.4
Terry Teagle,616,0.2,0.016,-3.9
Terry Tyler,1602,2.5,0.074,-0.9
Thurl Bailey,2009,3.6,0.086,-0.5
Tiny Archibald*,1038,1.4,0.065,-2.0
Tom Boswell,261,0.6,0.115,-3.1
Tom Chambers,2570,6.1,0.115,-1.3
Tom McMillen,1294,2.4,0.09,-2.2
Tom Piotrowski,78,0.1,0.07,-4.6
Tracy Jackson,10,0.0,0.057,-4.9
Tree Rollins,2351,5.5,0.113,1.0
Trent Tucker,1228,3.0,0.119,1.3
Truck Robinson,2135,3.2,0.071,-2.2
Vinnie Johnson,1909,4.1,0.103,0.3
Walker Russell,119,0.1,0.04,-4.1
Wallace Bryant,317,0.0,-0.001,-5.4
Wally Walker,612,0.5,0.041,-2.5
Walter Davis,2546,6.2,0.118,1.0
Wayne Cooper,1662,4.1,0.118,-1.6
Wes Matthews,388,0.4,0.179,-3.8
World B. Free,2375,5.3,0.107,1.4
