Player,MP,WS,WS/48,BPM
Lester Conner,2355,3.7,0.075,-0.5
Lewis Lloyd,123,0.0,-0.514,-30.2
Magic Johnson*,2937,16.5,0.27,10.1
Manute Bol,1310,0.0,0.001,-1.2
Mark Acres,1691,1.6,0.047,-3.7
Mark Aguirre,2005,5.7,0.136,1.0
Mark Alarie,1893,3.1,0.079,-1.3
Mark Bryant,562,1.0,0.088,-3.1
Mark Eaton,2281,5.3,0.112,0.4
Mark Jackson,2428,3.7,0.074,0.4
Mark McNamara,190,0.1,0.015,-9.0
Mark Price,2706,10.1,0.179,5.2
Mark Wade,3,0.0,0.234,7.1
Mark West,2399,8.2,0.163,1.4
Marques Johnson,99,0.0,-0.016,-4.9
Maurice Cheeks*,2519,7.1,0.291,4.5
Mel McCants,65,0.0,-0.003,-7.3
Melvin Turpin,818,1.8,0.105,-2.8
Michael Adams,2690,6.9,0.124,1.8
Michael Ansley,1221,3.3,0.129,-1.3
Michael Cage,2595,6.8,0.125,0.0
Michael Cooper,1851,2.7,0.07,-0.7
Michael Holton,109,-0.2,-0.081,-10.4
Michael Jackson,58,0.0,-0.016,-2.3
Michael Jordan*,3197,19.0,0.285,11.2
Michael Smith,620,0.7,0.055,-3.3
Michael Young,459,1.1,0.119,0.4
Micheal Williams,329,0.7,-0.217,-12.3
Mike Brown,1397,3.7,0.128,-1.9
Mike Dunleavy,43,-0.1,-0.09,-9.1
Mike Gminski,2659,6.0,0.108,0.0
Mike Higgins,50,0.1,0.263,1.1
Mike McGee,280,0.4,0.064,-2.4
Mike Morrison,153,-0.3,-0.106,-10.5
Mike Sanders,1531,1.0,0.031,-3.8
Mike Smrek,107,-0.1,-0.039,-5.8
Mike Williams,102,0.0,-0.201,-26.8
Mike Woodson,972,0.7,0.032,-4.2
Mitch Richmond*,2799,5.2,0.09,-0.4
Mitchell Wiggins,1852,5.4,0.139,0.2
Mookie Blaylock,1267,-0.3,-0.011,-2.0
Morlon Wiley,638,0.1,0.009,-2.4
Moses Malone*,2735,7.7,0.134,0.3
Muggsy Bogues,2743,6.7,0.117,2.2
Mychal Thompson,1883,4.7,0.119,-2.0
Nate Johnston,87,0.1,0.066,-5.1
Nate McMillan,2338,4.9,0.101,2.6
Nick Anderson,1785,1.8,0.049,-1.0
Olden Polynice,1085,2.5,0.111,-2.3
Orlando Woolridge,1421,4.8,0.161,1.5
Otis Smith,1644,3.3,0.097,1.5
Otis Thorpe,2947,8.5,0.138,0.7
Pat Cummings,391,0.1,0.017,-5.0
Patrick Ewing*,3165,13.5,0.205,5.5
Paul Mokeski,449,0.2,0.018,-6.7
Paul Pressey,1400,3.0,0.102,1.3
Pervis Ellison,866,0.4,0.021,-3.4
Pete Myers,751,0.0,0.003,-7.1
Pooh Richardson,2581,4.4,0.082,1.4
Purvis Short,2213,3.3,0.071,-2.0
Quintin Dailey,491,0.1,0.012,-5.0
Ralph Lewis,26,0.1,-0.141,-20.7
Ralph Sampson*,417,-0.6,-0.068,-5.7
Randolph Keys,1615,1.1,0.061,-7.8
Randy Allen,746,0.2,0.014,-5.2
Randy Breuer,1879,2.0,0.103,-5.5
Randy White,707,-0.2,-0.012,-7.5
Randy Wittman,544,0.0,0.004,-4.2
Raymond Brown,56,-0.2,-0.2,-17.0
Reggie Lewis,2522,6.7,0.128,0.9
Reggie Miller*,3192,12.1,0.182,4.0
Reggie Theus,2350,2.5,0.052,-1.2
Reggie Williams,743,0.0,0.057,-14.2
Rex Chapman,1762,-0.7,-0.018,-3.7
Richard Anderson,604,1.0,0.077,0.7
Rick Carlisle,21,-0.2,-0.344,-16.4
Rick Mahorn,2271,5.3,0.113,-0.4
Rickey Green,927,0.7,0.037,-1.8
Ricky Pierce,1709,5.8,0.163,2.9
Rik Smits,2404,6.6,0.132,0.7
Robert Parish*,2396,7.8,0.157,1.1
Robert Reid,1202,-0.3,0.058,-7.5
Rod Higgins,1993,5.0,0.121,1.0
Rod Strickland,2140,4.3,0.19,2.4
Rodney McCray,3238,7.9,0.118,2.0
Rolando Blackman,2934,6.8,0.111,0.9
Ron Anderson,2089,3.8,0.086,-1.4
Ron Harper,1367,4.0,0.276,8.9
Rony Seikaly,2409,3.2,0.063,-1.7
Rory Sparrow,1756,0.7,0.019,-4.0
Roy Hinson,793,1.8,0.107,-0.4
Roy Marble,162,-0.3,-0.089,-7.4
Roy Tarpley,1648,3.5,0.103,-0.3
Sam Bowie,2207,4.7,0.103,-1.1
Sam Mitchell,2414,5.1,0.102,-2.4
Sam Perkins,2668,8.1,0.146,1.7
Sam Vincent,1657,2.4,0.07,0.4
Scott Brooks,975,2.7,0.131,0.9
Scott Haffner,559,-0.1,-0.008,-5.1
Scott Hastings,166,0.3,0.101,-3.1
Scott Meents,148,0.2,0.066,-1.6
Scott Roth,1061,0.7,0.034,-2.5
Scott Skiles,1460,2.0,0.065,-2.0
Scottie Pippen*,3148,5.7,0.087,1.8
Sean Elliott,2032,4.6,0.108,-1.1
Sedale Threatt,1481,4.6,0.149,2.0
Sedric Toney,968,0.0,0.026,-8.4
Shawn Kemp,1120,2.1,0.092,-2.0
Sherman Douglas,2470,4.4,0.086,1.4
Sidney Green,1860,1.7,0.044,-3.4
Sidney Lowe,1744,1.5,0.04,-2.7
Sleepy Floyd,2630,6.3,0.115,0.6
Spud Webb,2184,4.5,0.099,0.5
Stacey King,1777,3.6,0.098,-3.0
Stan Kimbrough,50,0.1,0.074,1.6
Stanley Brundy,128,0.2,0.057,-3.1
Steve Alford,302,0.9,0.144,1.6
Steve Bucknall,75,-0.3,-0.199,-13.3
Steve Colter,977,2.7,0.134,1.5
Steve Harris,93,-0.1,-0.061,-7.8
Steve Johnson,259,0.0,-0.54,-33.3
Steve Kerr,1664,3.2,0.093,-0.8
Stuart Gray,560,0.6,0.044,-13.3
T.R. Dunn,657,1.4,0.101,-0.7
Tellis Frank,1762,2.0,0.054,-3.9
Terry Catledge,2462,2.5,0.049,-3.4
Terry Cummings,2821,8.7,0.149,1.7
Terry Davis,884,0.5,0.029,-5.7
Terry Dozier,92,-0.2,-0.084,-6.5
Terry Porter,2781,11.7,0.202,5.8
Terry Teagle,2376,2.7,0.054,-2.4
Thurl Bailey,2583,4.6,0.085,-1.2
Tim Hardaway,2663,3.3,0.06,-0.2
Tim Kempton,1061,1.3,0.06,-2.4
Tim Legler,83,0.0,0.023,-7.6
Tim McCormick,116,-0.1,-0.032,-9.9
Tim Perry,612,1.2,0.094,-1.4
Tito Horford,236,-0.2,-0.037,-8.7
Tod Murphy,2493,6.1,0.117,-0.4
Todd Lichti,1326,1.8,0.066,-2.3
Tom Chambers,3046,11.2,0.176,2.3
Tom Garrick,1721,2.5,0.07,-1.3
Tom Hammonds,805,0.5,0.031,-4.9
Tom Tolbert,1347,2.5,0.091,-3.1
Tony Brown,635,0.0,0.0,-4.4
Tony Campbell,3164,5.3,0.081,0.3
Torgeir Bryn,10,0.0,0.065,-6.0
Tree Rollins,674,0.7,0.05,-3.0
Trent Tucker,1725,3.3,0.091,0.0
Tyrone Corbin,3011,6.8,0.108,0.9
Uwe Blab,531,-0.4,-0.063,-16.8
Vern Fleming,2876,6.7,0.112,0.8
Vernon Maxwell,1987,2.8,0.137,-2.2
Vinnie Johnson,1972,3.2,0.079,-0.1
Vinny Del Negro,1858,2.2,0.057,-2.1
Vlade Divac*,1611,5.0,0.148,0.7
Walter Davis,1635,3.6,0.105,0.8
Wayman Tisdale,2937,7.0,0.114,-0.3
Wayne Cooper,1176,2.7,0.112,-1.0
Wes Matthews,13,0.1,0.196,5.8
Will Perdue,884,0.5,0.028,-6.7
William Bedford,246,-0.1,-0.016,-6.4
Willie Anderson,2788,6.5,0.111,1.3
Winston Bennett,990,1.1,0.055,-4.2
Winston Garland,1762,-0.3,-0.016,-6.9
Xavier McDaniel,2432,5.4,0.106,0.6
Šarūnas Marčiulionis*,1695,3.8,0.107,-0.8
Žarko Paspalj,181,-0.3,-0.072,-10.4
