Player,MP,WS,WS/48,BPM
Jerry Sichting,1596,4.2,0.126,-0.2
Jim Paxson,1931,4.8,0.12,0.6
Jim Petersen,1664,2.9,0.085,-2.2
Jim Thomas,69,-0.1,-0.081,-5.6
Joe Barry Carroll,2801,3.4,0.059,-0.7
Joe Dumars*,1957,3.2,0.079,-1.1
Joe Kleine,1180,0.9,0.037,-5.0
John Bagley,2472,3.0,0.059,0.6
John Battle,639,1.0,0.074,-1.9
John Long,1176,2.0,0.08,-1.3
John Lucas,2120,5.7,0.13,1.8
John Paxson,1570,2.2,0.069,-2.0
John Stockton*,1935,5.9,0.146,2.4
Johnny Davis,1014,1.7,0.162,-1.1
Johnny Moore,856,2.1,0.119,4.0
Jon Koncak,1695,3.7,0.106,-1.9
Jon Sundvold,1150,1.5,0.062,-1.9
Julius Erving*,2474,5.9,0.114,2.1
Junior Bridgeman,1161,0.8,0.033,-3.0
Kareem Abdul-Jabbar*,2629,10.8,0.197,5.4
Karl Malone*,2475,1.9,0.036,-1.9
Keith Lee,1197,1.9,0.075,-2.6
Kelly Tripucka,2626,7.5,0.136,1.8
Kelvin Ransey,1504,2.0,0.063,-1.9
Ken Bannister,1405,0.7,0.025,-4.3
Ken Green,72,0.3,0.184,0.0
Ken Johnson,815,0.8,0.044,-4.9
Kenny Carr,1557,3.1,0.095,-2.3
Kenny Fields,1120,2.8,0.12,-0.2
Kenny Green,453,0.0,-0.006,-13.9
Kent Benson,1344,3.2,0.116,0.2
Kevin McHale*,2397,11.0,0.22,4.4
Kevin McKenna,430,0.7,0.073,-1.5
Kevin Willis,2300,4.7,0.099,-1.9
Kiki Vandeweghe,2791,9.9,0.169,1.4
Kurt Nimphius,2226,3.1,0.136,-4.0
Kurt Rambis,1573,4.3,0.131,0.6
Kyle Macy,2426,3.9,0.077,-0.5
LaSalle Thompson,2377,5.6,0.113,0.7
Lancaster Gordon,704,-1.1,-0.072,-7.4
Larry Bird*,3113,15.8,0.244,8.7
Larry Drew,1971,2.8,0.068,-1.3
Larry Nance,2484,8.4,0.163,3.9
Larry Smith,2441,4.3,0.085,-2.1
Larry Spriggs,471,0.3,0.027,-3.9
Leon Wood,1198,1.9,0.177,-3.2
Lester Conner,413,0.5,0.061,-1.5
Lewis Lloyd,2444,6.3,0.124,1.4
Lonnie Shelton,682,0.5,0.037,-3.6
Lorenzo Charles,273,0.5,0.086,-1.6
Louis Orr,2237,3.7,0.08,-0.7
Magic Johnson*,2578,12.1,0.226,6.7
Manute Bol,2090,3.9,0.089,0.9
Marc Iavaroni,1014,1.0,0.108,-6.6
Mark Aguirre,2501,4.7,0.09,0.3
Mark Eaton,2551,4.0,0.075,0.1
Mark Olberding,2157,3.9,0.087,-0.5
Mark West,1172,0.9,0.037,-4.0
Marques Johnson,2605,5.9,0.108,1.7
Maurice Cheeks*,3270,10.6,0.155,3.6
Maurice Lucas,1750,4.0,0.11,-2.3
Melvin Turpin,2292,6.0,0.125,0.4
Michael Adams,139,-0.1,-0.028,-3.8
Michael Cage,1566,1.7,0.052,-2.4
Michael Cooper,2269,5.8,0.123,1.8
Michael Holton,512,0.2,-0.086,-11.1
Michael Jordan*,451,1.5,0.16,9.7
Michael Phelps,880,-0.1,-0.003,-4.4
Michael Young,2,0.0,-0.818,-48.0
Micheal Ray Richardson,1604,3.3,0.099,2.8
Mickey Johnson,1574,1.8,0.055,-1.4
Mike Bratz,269,0.1,0.016,-4.3
Mike Brittain,219,0.0,-0.01,-7.6
Mike Evans,1389,1.1,0.037,-2.8
Mike Gibson,161,0.2,0.059,-4.0
Mike Glenn,573,1.5,0.128,-1.1
Mike Gminski,2525,9.2,0.175,2.5
Mike McGee,1213,1.9,0.075,-1.9
Mike Mitchell,2970,4.4,0.071,-2.3
Mike O'Koren,1031,1.2,0.057,-1.7
Mike Sanders,1644,3.9,0.115,0.2
Mike Smrek,408,-0.2,-0.024,-7.5
Mike Woodson,2417,4.0,0.079,-0.7
Mitch Kupchak,783,1.1,0.069,-4.7
Mitchell Wiggins,1198,2.0,0.079,-2.3
Moses Malone*,2706,8.9,0.157,-0.1
Mychal Thompson,2569,3.7,0.068,-1.9
Nick Vanos,202,-0.4,-0.106,-10.1
Norm Nixon,2138,2.0,0.046,-0.9
Orlando Woolridge,2248,5.6,0.12,2.0
Otis Birdsong,2395,3.2,0.064,-1.1
Otis Thorpe,1675,3.8,0.109,-0.8
Ozell Jones,18,-0.1,-0.249,-13.4
Pace Mannion,673,0.9,0.064,-2.0
Pat Cummings,1007,1.5,0.07,-1.6
Patrick Ewing*,1771,3.1,0.084,1.1
Paul Mokeski,521,0.9,0.079,-3.2
Paul Pressey,2704,9.8,0.174,5.7
Paul Thompson,432,0.1,0.008,-3.9
Perry Moss,1012,0.6,0.019,-6.1
Pete Verhoeven,749,1.2,0.076,-2.9
Pete Williams,573,1.4,0.116,-1.0
Peter Thibeaux,531,-0.2,-0.015,-5.4
Phil Hubbard,640,0.2,0.015,-3.5
Purvis Short,2427,5.7,0.113,1.0
Pétur Guðmundsson,128,0.3,0.13,-3.4
Quinn Buckner,419,0.2,0.02,-1.6
Quintin Dailey,723,1.0,0.066,-2.2
Ralph Sampson*,2864,5.0,0.084,0.4
Randy Breuer,1792,4.5,0.12,0.6
Randy Wittman,2760,5.9,0.103,0.5
Ray Williams,827,1.0,0.074,-8.2
Reggie Theus,2919,6.4,0.105,1.2
Rich Kelley,324,0.7,0.104,-0.3
Rick Carlisle,760,0.9,0.056,-3.0
Rick Mahorn,1442,1.3,0.043,-3.7
Rick Robey,629,-0.6,-0.042,-6.3
Rickey Green,2012,5.2,0.124,1.0
Ricky Pierce,2147,8.3,0.186,1.9
Ricky Sobers,1279,2.2,0.081,-1.3
Robert Parish*,2567,9.2,0.171,2.1
Robert Reid,2157,4.4,0.098,-1.2
Rod Foster,704,-0.3,-0.02,-4.8
Rod Higgins,332,0.2,-0.102,-18.8
Rodney McCray,2610,6.3,0.115,1.0
Rolando Blackman,2787,7.0,0.121,0.6
Ron Anderson,1676,3.2,0.158,-2.5
Ron Brewer,570,0.1,-0.213,-20.6
Ron Crevier,4,0.0,-1.636,-76.6
Ronnie Lester,222,-0.2,-0.05,-6.2
Rory Sparrow,2344,3.7,0.077,-0.3
Rory White,1761,2.6,0.07,-2.1
Roy Hinson,2834,7.4,0.125,0.7
Sam Bowie,1132,2.4,0.1,1.2
Sam Perkins,2626,7.3,0.133,1.0
Sam Vincent,432,0.3,0.037,-4.8
Scott Hastings,650,0.8,0.063,-3.5
Scott Wedman,1402,2.7,0.093,-1.4
Sedale Threatt,1754,2.1,0.056,-2.3
Sedric Toney,230,0.0,-0.151,-19.1
Sidney Green,2307,2.5,0.052,-2.7
Sidney Moncrief*,2567,11.7,0.219,4.9
Sleepy Floyd,2764,7.5,0.13,3.5
Sly Williams,54,-0.2,-0.136,-12.3
Spud Webb,1229,3.5,0.137,2.9
Steve Colter,1868,3.3,0.085,0.0
Steve Harris,482,0.8,0.078,-2.4
Steve Hayes,397,0.2,0.023,-6.2
Steve Johnson,1828,4.9,0.128,-0.4
Steve Stipanovich,2397,5.9,0.118,1.4
Stuart Gray,423,0.7,0.085,-4.1
T.R. Dunn,2401,4.9,0.098,0.3
Terence Stansbury,1331,0.6,0.02,-3.4
Terry Catledge,1092,1.7,0.074,-3.9
Terry Cummings,2669,7.4,0.133,0.9
Terry Porter,1214,2.3,0.093,0.3
Terry Teagle,2158,3.1,0.069,-2.1
Terry Tyler,1651,1.9,0.056,-0.6
Thurl Bailey,2358,4.0,0.081,-0.9
Tim McCormick,1705,4.6,0.128,-0.9
Tom Chambers,2019,4.8,0.115,-0.1
Tom McMillen,863,1.2,0.069,-3.5
Tony Brown,132,0.2,0.067,-2.4
Tony Campbell,1292,1.4,0.053,-2.7
Tree Rollins,1781,3.4,0.093,0.3
Trent Tucker,1788,4.0,0.107,0.9
Tyrone Corbin,174,0.1,0.017,-3.9
Uwe Blab,409,0.1,0.01,-4.9
Vern Fleming,2870,6.9,0.115,1.1
Vinnie Johnson,1978,4.7,0.115,1.4
Voise Winters,17,-0.1,-0.355,-21.8
Walker Russell,2,0.0,-0.271,-7.7
Wallace Bryant,218,0.0,-0.015,-11.6
Walter Davis,2239,4.2,0.091,0.4
Wayman Tisdale,2277,3.2,0.068,-2.8
Wayne Cooper,2112,5.1,0.116,-0.5
Wes Matthews,1853,3.0,0.077,0.1
Willie White,343,0.5,0.07,0.3
World B. Free,2535,6.1,0.115,2.3
Xavier McDaniel,2706,5.1,0.091,-0.3
Yvon Joseph,5,0.0,0.309,0.7
