Player,MP,WS,WS/48,BPM
Chris Washburn,385,-0.8,-0.1,-9.0
Chuck Nevitt,267,0.5,0.088,-3.4
Chuck Person,2956,5.4,0.088,0.3
Clark Kellogg,60,0.1,0.045,-1.3
Clemon Johnson,1051,2.0,0.089,-2.3
Cliff Levingston,1848,6.1,0.157,0.4
Cliff Robinson,1586,2.1,0.064,-1.5
Clint Richardson,1396,2.1,0.071,-0.5
Clinton Smith,341,0.2,0.032,-2.2
Clyde Drexler*,3114,10.3,0.158,4.9
Conner Henry,323,-0.4,-0.154,-17.5
Cozell McQueen,7,0.1,0.627,26.1
Craig Ehlo,890,1.2,0.065,-0.1
Craig Hodges,2147,4.3,0.095,-0.3
Curtis Kitchen,31,0.1,0.217,4.8
Dale Ellis,3073,9.3,0.145,2.4
Dan Roundfield,669,0.6,0.042,-3.2
Danny Ainge,2499,6.7,0.128,1.2
Danny Schayes,1556,3.9,0.121,-2.3
Danny Vranes,817,0.8,0.048,-2.6
Danny Young,1482,2.9,0.095,1.1
Darnell Valentine,1759,1.1,0.029,-1.0
Darrell Griffith,1843,2.5,0.066,0.2
Darrell Walker,2020,3.8,0.09,0.4
Darren Daye,731,0.6,-0.081,-12.7
Darryl Dawkins,106,0.1,0.048,-4.3
Darwin Cook,1420,1.2,0.04,-1.3
Dave Corzine,2287,4.2,0.089,-0.4
Dave Feitl,498,0.5,0.049,-5.8
Dave Greenwood,2587,6.2,0.115,0.0
David Thirdkill,89,-0.1,-0.038,-10.7
David Wingate,1612,1.4,0.041,-2.1
Dell Curry,636,0.5,0.035,-3.4
Dennis Johnson*,2933,5.2,0.085,-0.4
Dennis Nutt,91,0.3,0.156,2.4
Dennis Rodman*,1155,2.9,0.12,0.5
Derek Harper,2556,9.4,0.177,5.2
Derek Smith,1658,1.6,0.045,-2.2
Detlef Schrempf,1711,4.0,0.113,-0.3
Dirk Minniefield,1600,1.1,-0.086,-10.4
Doc Rivers,2590,10.3,0.191,6.0
Dominique Wilkins*,2969,12.2,0.197,5.5
Don Collins,57,0.0,-0.016,-7.5
Dudley Bradley,900,1.7,0.09,1.5
Dwayne Polee,6,0.0,-0.397,-22.3
Earl Cureton,1973,2.7,0.13,-4.9
Ed Nealy,980,1.9,0.095,-1.8
Ed Pinckney,2250,6.2,0.132,0.7
Eddie Johnson,2965,5.1,0.159,-2.0
Eddie Lee Wilkins,454,-0.1,-0.012,-7.7
Elston Turner,936,1.2,0.063,-2.6
Ennis Whatley,1816,3.3,0.088,-0.5
Fat Lever,3054,9.7,0.153,5.0
Fernando Martín,146,-0.4,-0.144,-10.3
Forrest McKenzie,42,-0.2,-0.223,-16.8
Frank Brickowski,487,1.1,0.14,-9.7
Frank Johnson,399,0.5,0.055,-1.5
Franklin Edwards,122,-0.3,-0.115,-7.0
Fred Cofield,27,-0.1,-0.119,-7.7
Fred Roberts,1079,1.8,0.078,-3.3
Gene Banks,1822,3.6,0.095,-1.2
Geoff Huston,428,-0.4,-0.04,-5.0
Gerald Henderson,2045,2.9,0.159,-1.0
Gerald Wilkins,2758,3.3,0.057,0.0
Grant Gondrezick,836,0.6,0.037,-3.2
Granville Waiters,534,0.5,0.049,-3.2
Greg Ballard,1579,1.7,0.052,-2.1
Greg Dreiling,128,0.2,0.093,-5.8
Greg Kite,745,0.7,0.044,-4.7
Gus Williams,481,0.1,0.007,-2.5
Hakeem Olajuwon*,2760,10.9,0.189,5.8
Hank McDowell,70,0.2,0.13,-2.6
Harold Pressley,913,0.7,0.035,-0.6
Herb Williams,2526,4.7,0.09,-0.2
Hot Rod Williams,2714,7.5,0.132,1.4
Isiah Thomas*,3013,7.6,0.121,3.3
Jack Sikma*,2536,7.4,0.141,1.1
James Bailey,542,0.3,0.031,-4.9
James Donaldson,3028,10.4,0.166,1.7
James Edwards,304,1.0,0.157,0.6
James Worthy*,2819,9.3,0.158,2.6
Jawann Oldham,776,0.0,-0.001,-3.6
Jay Humphries,2579,4.5,0.084,-0.7
Jay Murphy,141,0.2,0.06,-4.1
Jay Vincent,1386,1.9,0.067,-2.5
Jeff Hornacek,1561,1.2,0.036,-1.8
Jeff Malone,2763,5.6,0.097,-0.1
Jeff Ruland,116,0.3,0.132,1.7
Jeff Taylor,44,0.0,0.05,-1.8
Jeff Turner,1003,0.6,0.031,-3.9
Jerome Henderson,36,-0.1,-0.154,-16.1
Jerome Kersey,2088,6.4,0.147,2.0
Jerome Whitehead,937,1.2,0.059,-5.6
Jerry Eaves,26,-0.1,-0.202,-16.3
Jerry Reynolds,963,0.9,0.046,-0.5
Jerry Sichting,1566,2.3,0.07,-2.4
Jim Lampley,16,0.0,-0.003,-5.6
Jim Paxson,1798,3.4,0.091,-0.5
Jim Petersen,2403,4.7,0.095,-1.3
Joe Barry Carroll,2724,4.6,0.082,0.7
Joe Binion,51,0.1,0.092,-1.7
Joe Dumars*,2439,4.2,0.083,-1.1
Joe Kleine,1658,2.6,0.074,-2.8
John Bagley,2182,2.6,0.058,-1.3
John Battle,804,1.5,0.092,-0.8
John Long,2265,2.1,0.044,-1.6
John Lucas,1358,4.3,0.152,3.7
John Paxson,2689,6.0,0.106,-1.4
John Salley,1463,3.8,0.124,0.9
John Schweitz,7,-0.1,-0.463,-27.2
John Stockton*,1858,6.7,0.174,5.3
John Williams,1773,3.5,0.096,1.8
Johnny Dawkins,1682,2.0,0.057,-1.5
Johnny Moore,1234,1.2,0.048,-1.7
Johnny Newman,630,0.3,0.024,-4.4
Johnny Rogers,468,0.4,0.041,-4.2
Jon Koncak,1684,3.7,0.106,-1.4
Jon Sundvold,1765,3.0,0.08,-1.5
Julius Erving*,1918,3.5,0.088,1.7
Junior Bridgeman,418,0.6,0.069,-3.1
Kareem Abdul-Jabbar*,2441,7.5,0.148,1.6
Karl Malone*,2857,6.9,0.116,0.3
Keith Lee,870,1.1,0.06,-2.3
Keith Smith,461,0.0,-0.003,-5.5
Kelly Tripucka,1865,3.3,0.085,-0.7
Kenny Carr,1443,2.9,0.098,-1.2
Kenny Fields,883,0.7,0.145,-1.9
Kenny Gattison,1104,0.7,0.031,-5.4
Kenny Green,172,-0.3,-0.072,-8.0
Kenny Walker,1719,3.1,0.088,-1.6
Kent Benson,895,1.7,0.089,-1.8
Kevin Duckworth,875,0.9,0.105,-10.9
Kevin Henderson,45,0.0,-0.011,-6.6
Kevin McHale*,3060,14.8,0.232,5.1
Kevin McKenna,942,1.7,0.087,0.0
Kevin Williams,703,0.6,0.038,-3.8
Kevin Willis,2626,8.6,0.156,0.3
Kiki Vandeweghe,3029,10.8,0.171,1.5
Kurt Nimphius,1088,0.8,0.097,-7.3
Kurt Rambis,1514,3.9,0.123,-0.6
Kyle Macy,1250,2.4,0.091,-0.3
LaSalle Thompson,2166,4.5,0.1,-0.4
Lancaster Gordon,1130,-0.8,-0.033,-3.7
Larry Bird*,3005,15.2,0.243,9.4
Larry Drew,1566,0.1,0.004,-3.0
Larry Krystkowiak,1004,1.4,0.069,-3.4
Larry Nance,2569,10.2,0.19,5.0
Larry Smith,2374,5.4,0.109,-1.1
Leon Wood,1733,2.0,0.054,-1.1
Lewis Lloyd,688,1.6,0.11,-0.5
Louis Orr,1440,1.5,0.05,-1.2
Magic Johnson*,2904,15.9,0.263,8.8
Manute Bol,1552,2.4,0.074,0.3
Marc Iavaroni,845,1.1,0.062,-4.9
Mark Aguirre,2663,8.9,0.16,3.1
Mark Alarie,1110,1.5,0.064,-3.2
Mark Eaton,2505,3.6,0.068,-0.7
Mark McNamara,113,0.0,0.007,-6.4
Mark Olberding,1002,1.5,0.07,-2.7
Mark Price,1217,1.1,0.043,-2.6
Mark West,1333,1.9,0.068,-3.0
Marques Johnson,302,0.1,0.022,-1.1
Marvin Webster,102,0.2,0.095,-2.6
Maurice Cheeks*,2624,7.9,0.145,3.2
Maurice Lucas,1120,2.4,0.104,-1.7
Maurice Martin,286,-0.2,-0.042,-6.0
McKinley Singleton,10,0.0,0.131,0.1
Melvin Turpin,801,0.8,0.046,-3.4
Michael Adams,1303,2.7,0.099,1.2
Michael Brooks,148,0.0,-0.007,-5.7
Michael Cage,2922,7.2,0.119,-0.2
Michael Cooper,2253,6.1,0.131,2.1
Michael Holton,479,0.3,0.026,-3.9
Michael Jordan*,3281,16.9,0.247,10.8
Michael Phelps,469,0.3,0.035,-3.3
Michael Wilson,45,-0.1,-1.404,-66.5
Mike Brittain,29,0.0,-0.017,-8.2
Mike Brown,818,1.0,0.06,-5.1
Mike Evans,1567,1.9,0.057,-1.4
Mike Glenn,34,0.1,0.08,-5.1
Mike Gminski,2272,5.4,0.115,0.4
Mike McGee,1420,3.2,0.108,1.6
Mike Mitchell,922,0.4,0.019,-5.0
Mike O'Koren,123,-0.1,-0.034,-5.5
Mike Sanders,1655,2.7,0.079,-1.6
Mike Smrek,233,0.1,0.031,-7.3
Mike Woodson,2126,0.9,0.021,-2.5
Mitchell Wiggins,788,1.2,0.07,-1.2
Moses Malone*,2488,9.4,0.182,2.8
Mychal Thompson,1890,2.6,0.134,-5.8
Myron Jackson,22,0.0,-0.104,-5.6
Nate McMillan,1972,4.1,0.099,2.6
Nick Vanos,640,0.3,0.024,-4.1
Orlando Woolridge,2638,6.8,0.124,2.1
Othell Wilson,789,0.6,0.038,-0.5
Otis Birdsong,127,0.0,-0.001,-3.1
Otis Smith,168,-0.2,-0.053,-7.8
Otis Thorpe,2956,9.0,0.146,1.2
Pace Mannion,284,-0.2,-0.026,-1.8
Pat Cummings,1056,0.6,0.025,-4.6
Patrick Ewing*,2206,3.5,0.075,0.4
Paul Mokeski,626,1.1,0.081,-3.5
Paul Pressey,2057,5.5,0.129,3.5
Pearl Washington,1600,0.7,0.022,-2.0
Perry Moss,698,0.4,0.025,-2.5
Perry Young,72,-0.1,-0.062,-15.4
Pete Myers,155,0.3,0.092,0.9
Pete Verhoeven,44,0.0,0.04,-7.3
Pete Williams,10,0.0,-0.072,-7.2
Phil Hubbard,2083,3.3,0.075,-1.9
Purvis Short,950,2.2,0.111,0.7
Quintin Dailey,924,-0.3,-0.014,-4.9
Rafael Addison,711,0.4,0.024,-3.9
Ralph Sampson*,1326,2.2,0.078,-0.4
Randy Breuer,1467,2.4,0.077,-2.6
Randy Wittman,2049,4.2,0.098,-0.6
Ray Williams,800,0.4,0.022,-1.9
Reggie Theus,2872,6.2,0.104,0.9
Richard Anderson,312,0.5,0.082,-1.3
Rick Carlisle,297,-0.3,-0.054,-7.1
Rick Mahorn,1278,2.5,0.095,-2.0
Rickey Green,2090,5.6,0.128,1.5
Ricky Pierce,2505,9.4,0.18,2.0
Robert Parish*,2995,9.2,0.147,1.2
Robert Reid,2594,4.1,0.076,-1.5
Rod Higgins,1497,3.7,0.12,-0.2
Rodney McCray,3136,9.4,0.144,2.6
Rolando Blackman,2758,8.0,0.14,1.0
Ron Anderson,721,1.5,0.1,0.0
Ron Harper,3064,4.2,0.066,1.8
Ron Rowan,16,0.0,0.084,8.5
Rory Sparrow,1951,1.0,0.024,-2.4
Rory White,1545,1.0,0.03,-3.8
Roy Hinson,2489,4.5,0.087,-2.2
Roy Tarpley,1405,3.1,0.105,-1.9
Russ Schoene,579,-0.2,-0.018,-6.0
Sam Bowie,163,0.1,0.034,-3.0
Sam Perkins,2687,7.5,0.134,1.2
Sam Vincent,374,0.5,0.069,-2.4
Scooter McCray,279,0.1,0.018,-2.4
Scott Hastings,256,0.4,0.081,-1.5
Scott Skiles,205,-0.2,-0.05,-5.0
Scott Wedman,78,-0.1,-0.032,-5.6
Sedale Threatt,1446,2.5,0.156,-3.4
Sidney Green,1792,3.4,0.092,-1.6
Sidney Moncrief*,992,2.9,0.142,1.7
Sleepy Floyd,3064,10.0,0.157,4.3
Spud Webb,532,1.2,0.107,2.4
Steffond Johnson,234,-0.2,-0.037,-9.8
Steve Colter,1322,1.7,0.103,-3.1
Steve Harris,1174,1.3,0.052,-2.7
Steve Johnson,2345,4.4,0.091,-1.4
Steve Stipanovich,2761,9.0,0.156,1.8
Stewart Granger,166,-0.4,-0.104,-5.8
Stuart Gray,456,0.4,0.037,-3.5
T.R. Dunn,1932,2.4,0.06,-1.4
Terence Stansbury,375,0.3,0.042,-4.3
Terry Catledge,2149,3.6,0.08,-2.7
Terry Cummings,2770,8.8,0.152,3.3
Terry Porter,2714,6.8,0.12,1.9
Terry Teagle,1650,1.3,0.037,-3.3
Terry Tyler,1930,2.9,0.072,-0.6
Thurl Bailey,2155,3.1,0.07,-1.3
Tim Kempton,936,1.3,0.066,-3.8
Tim McCormick,2817,6.0,0.102,-1.7
Tom Chambers,3018,7.4,0.118,0.1
Tony Brown,2339,1.3,0.026,-2.8
Tony Campbell,332,-0.3,-0.043,-6.6
Tree Rollins,1764,4.9,0.134,1.0
Trent Tucker,1691,3.4,0.096,1.8
Tyrone Corbin,1170,1.2,0.102,-6.0
Uwe Blab,160,-0.1,-0.027,-6.1
Vern Fleming,2549,7.0,0.131,1.9
Vinnie Johnson,2166,4.8,0.107,1.6
Walker Russell,511,-0.2,-0.018,-3.1
Walter Berry,1586,2.4,0.466,8.6
Walter Davis,2646,5.8,0.105,1.4
Wayman Tisdale,2159,5.6,0.124,-0.6
Wayne Cooper,1561,2.0,0.06,-4.1
Wes Matthews,532,0.6,0.054,-3.0
William Bedford,979,-0.8,-0.041,-6.6
World B. Free,285,-0.2,-0.037,-8.6
Xavier McDaniel,3031,7.4,0.117,0.8
