Player,MP,WS,WS/48,BPM
Eddie Jordan,1213,1.8,0.097,0.2
Eddie Owens,63,0.0,0.027,-3.9
Elmore Smith,1996,6.8,0.164,2.0
Elvin Hayes*,3246,8.3,0.123,0.6
Eric Money,2557,3.6,0.067,-1.1
Ernie DiGregorio,606,-0.6,-0.091,-9.9
Ernie Grunfeld,1261,1.4,0.055,-1.9
Foots Walker,2496,5.2,0.101,1.1
Fred Brown,1965,6.7,0.163,3.5
Fred Saunders,643,0.5,0.042,-7.1
Freddie Boyd,363,0.1,0.013,-3.7
Gail Goodrich*,2553,6.3,0.118,0.3
Gar Heard,2099,4.5,0.103,0.2
Gary Brokaw,130,0.1,0.053,-1.6
George Gervin*,2857,12.0,0.201,4.8
George Johnson,2411,2.0,0.04,-1.7
George Karl,30,0.0,-0.048,-4.7
George McGinnis*,2533,7.9,0.15,1.8
Glen Gondrezick,1017,0.9,0.044,-2.9
Glenn Hansen,13,-0.2,-1.109,-10.7
Glenn Mosley,21,-0.1,-0.228,-5.9
Greg Ballard,936,2.0,0.104,-0.1
Greg Griffin,422,-0.1,-0.011,-6.5
Gus Bailey,449,0.5,0.059,-0.4
Gus Gerard,890,1.3,0.116,-4.5
Gus Williams,2572,7.7,0.143,3.1
Harvey Catchings,748,1.4,0.087,-1.0
Henry Bibby,2518,4.7,0.089,-0.7
Howard Porter,1323,3.9,0.151,-2.9
Jack Sikma*,2238,5.4,0.115,-0.9
Jacky Dorsey,88,0.2,0.165,-7.3
Jamaal Wilkes*,1490,3.3,0.106,1.1
James Edwards,2405,4.5,0.173,-4.6
James Silas,311,0.6,0.095,-2.6
Jan van Breda Kolff,1419,1.2,0.04,-2.2
Jim Ard,125,-0.1,0.031,-9.4
Jim Bostic,48,0.1,0.144,-2.7
Jim Brewer,1798,2.6,0.07,-0.8
Jim Chones,2906,6.4,0.105,-0.6
Jim Cleamons,2009,2.7,0.065,-0.9
Jim Eakins,406,0.8,0.211,-4.3
Jim McDaniels,694,0.5,0.035,-3.3
Jim McElroy,1760,2.9,0.078,-0.3
Jim McMillian,1977,3.4,0.083,-0.3
Jim Price,1929,2.5,0.122,-2.6
Jo Jo White*,1641,1.7,0.049,-1.8
Joe Bryant,1236,2.2,0.086,-0.9
Joe Hassett,404,0.5,0.054,-2.3
Joe Meriweather,1277,2.6,0.096,-1.0
Joe Pace,438,0.9,0.102,-1.7
John Brown,1594,3.7,0.11,-1.7
John Drew,2203,8.9,0.194,3.9
John Gianelli,2327,3.2,0.066,-0.6
John Havlicek*,2797,5.1,0.087,-0.2
John Johnson,1823,2.0,-0.224,-7.3
John Kuester,1215,1.9,0.077,-1.5
John Lambert,1075,1.5,0.067,-2.8
John Lucas,2933,5.2,0.085,1.0
John Mengelt,1767,3.9,0.105,-0.9
John Shumate,2760,7.7,0.248,1.6
John Williamson,2731,3.4,0.124,-3.2
Johnny Davis,2188,4.3,0.094,-1.0
Johnny Neumann,216,-0.1,-0.029,-5.0
Julius Erving*,2429,9.1,0.179,4.8
Junior Bridgeman,1876,4.0,0.102,-0.1
Kareem Abdul-Jabbar*,2265,12.1,0.257,9.3
Ken Charles,520,0.6,0.051,-1.8
Kenny Carr,733,0.0,-0.001,-6.6
Kent Benson,1288,1.7,0.064,-1.2
Kermit Washington,1617,5.3,0.31,1.3
Kevin Grevey,2121,4.4,0.099,-0.6
Kevin Kunnert,2152,2.6,0.058,-2.8
Kevin Porter,2813,4.2,0.162,-2.1
Kevin Restani,547,0.5,0.097,-5.4
Kevin Stacom,1006,0.8,0.038,-2.3
Kim Hughes,854,0.4,0.021,-2.8
Larry Johnson,38,-0.1,-0.099,-2.9
Larry Kenon,2869,7.5,0.126,0.5
Larry McNeill,940,2.3,0.159,-6.0
Larry Moffett,110,-0.1,-0.042,-4.6
Larry Steele,1132,3.0,0.127,-0.3
Larry Wright,1466,2.7,0.088,-0.7
Len Elmore,1327,2.1,0.078,-0.1
Leon Douglas,1993,3.6,0.087,-2.0
Lionel Hollins,2741,5.2,0.091,-0.1
Lloyd Neal,1174,4.3,0.178,1.8
Lloyd Walton,1264,1.1,0.04,-1.4
Lonnie Shelton,2319,5.9,0.122,0.9
Lou Hudson,2283,4.2,0.088,-1.0
Louie Dampier*,2037,4.0,0.094,-0.2
Louie Nelson,406,0.0,-0.101,-6.9
Lucius Allen,2147,2.1,0.046,-1.0
M.L. Carr,2556,4.5,0.085,0.0
Mack Calvin,988,1.8,0.09,-1.6
Mark Crow,154,0.2,0.051,-3.2
Mark Landsberger,926,1.9,0.1,-1.1
Mark Olberding,1773,3.9,0.105,-1.5
Marques Johnson,2765,10.6,0.185,2.7
Marvin Barnes,1646,2.0,0.102,-3.4
Marvin Webster,2910,8.7,0.143,1.5
Maurice Lucas,2119,5.8,0.131,0.6
Mel Bennett,285,-0.1,-0.014,-5.0
Mickey Johnson,2870,7.2,0.121,0.8
Mike Bantom,2775,5.9,0.102,0.1
Mike Bratz,933,0.4,0.022,-4.0
Mike Dunleavy,119,0.1,0.117,-5.5
Mike Flynn,955,0.8,0.042,-0.7
Mike Gale,2091,3.3,0.076,0.5
Mike Glenn,947,1.9,0.096,-0.6
Mike Green,1382,2.8,0.201,-2.1
Mike Newlin,1181,1.8,0.073,-0.2
Mitch Kupchak,1759,4.9,0.134,0.1
Mo Layton,498,0.3,0.031,-3.1
Moses Malone*,2107,6.1,0.139,-0.2
Nate Williams,1249,1.9,0.154,-2.6
Nick Weatherspoon,611,0.6,0.049,-2.7
Norm Cook,10,0.0,0.064,-4.7
Norm Nixon,2779,4.5,0.078,-0.9
Norm Van Lier,2524,3.8,0.073,-0.6
Ollie Johnson,1704,3.6,0.102,0.6
Otis Birdsong,1878,4.2,0.108,0.3
Paul Griffin,1853,2.9,0.076,-0.1
Paul Silas,2172,3.1,0.067,-1.2
Paul Westphal*,2481,9.8,0.19,4.7
Pete Maravich*,2041,2.9,0.069,-0.1
Phil Bond,21,0.0,-0.092,-4.5
Phil Chenier,937,1.8,0.091,-0.4
Phil Jackson*,654,0.8,0.058,-1.8
Phil Smith,2940,6.3,0.102,0.3
Phil Walker,384,-0.4,-0.045,-4.6
Quinn Buckner,2072,3.2,0.073,0.1
Ralph Simpson,1323,-0.2,-0.02,-6.9
Randy Smith,3314,7.9,0.114,1.5
Ray Williams,1550,1.0,0.031,-1.3
Rich Kelley,2119,6.4,0.146,2.6
Rich Laurel,57,0.0,-0.034,-5.1
Richard Washington,2231,3.9,0.085,-1.3
Rick Barry*,3024,9.7,0.154,3.6
Rickey Green,1098,0.3,0.014,-2.9
Ricky Marsh,851,0.5,0.028,-3.1
Ricky Sobers,3019,4.8,0.076,-0.3
Robert Parish*,1969,4.0,0.098,-1.0
Robert Reid,1849,2.3,0.061,-1.3
Robert Smith,378,0.8,0.097,-1.4
Robin Jones,66,0.0,-0.008,-5.1
Ron Behagen,1735,2.3,0.196,-8.2
Ron Boone,2653,2.6,0.047,-1.9
Ron Lee,1928,3.8,0.094,1.3
Rudy Tomjanovich*,849,1.7,0.095,-0.5
Rudy White,219,-0.3,-0.07,-5.7
Sam Lacey,2131,4.3,0.098,3.0
Scott Lloyd,678,0.6,0.064,-7.2
Scott May,1802,3.1,0.084,-1.7
Scott Sims,95,-0.2,-0.088,-5.7
Scott Wedman,2961,7.8,0.127,0.8
Sidney Wicks,2413,4.2,0.084,-1.1
Slick Watts,1584,0.9,0.05,-2.7
Sonny Parker,2069,6.2,0.145,2.7
Spencer Haywood*,1765,3.1,0.083,-0.9
Steve Green,449,0.7,0.074,-2.5
Steve Hawes,2325,6.1,0.127,1.2
Steve Kuberski,14,0.0,-0.14,-4.9
Steve Mix,1819,5.1,0.134,1.0
Steve Sheppard,698,0.8,0.054,-2.8
Swen Nater,2778,6.8,0.117,0.3
T.R. Dunn,768,1.6,0.099,0.4
Tate Armstrong,716,0.4,0.027,-2.7
Ted McClain,1020,0.8,0.076,-4.5
Terry Furlow,827,1.1,0.064,-0.7
Ticky Burden,15,0.0,0.067,-4.0
Tim Bassett,1474,1.1,0.036,-2.8
Toby Knight,1169,1.6,0.066,-3.6
Tom Abernethy,1317,4.1,0.15,1.9
Tom Boerwinkle,227,0.2,0.035,-1.3
Tom Boswell,1149,2.7,0.111,-1.5
Tom Burleson,1525,4.3,0.134,0.9
Tom Henderson,2315,3.1,0.064,-0.9
Tom LaGarde,868,0.4,0.024,-5.5
Tom McMillen,1683,3.9,0.112,-1.6
Tom Owens,1714,6.0,0.169,1.0
Tony Robertson,929,0.5,0.024,-2.3
Tree Rollins,1795,5.0,0.133,1.3
Truck Robinson,3638,6.5,0.086,-1.5
Wally Walker,1104,2.0,0.114,-5.4
Walt Frazier*,1664,4.6,0.132,1.9
Walter Davis,2590,10.1,0.187,3.3
Wayman Britt,16,0.0,0.046,-4.5
Wes Unseld*,2644,6.8,0.123,2.9
Wesley Cox,453,0.6,0.062,-4.5
Wil Jones,1711,0.9,0.024,-2.6
Wilbur Holland,2884,4.4,0.073,-0.9
Willie Norwood,611,0.5,0.082,-6.7
Willie Smith,7,0.0,0.034,-4.5
Willie Wise,10,0.0,-0.208,-5.2
Wilson Washington,561,0.3,-0.143,-8.7
World B. Free,2050,6.0,0.14,1.1
Zaid Abdul-Aziz,158,0.1,-0.012,-8.3
