Player,MP,WS,WS/48,BPM
Melvin Turpin,1949,3.1,0.075,-1.7
Michael Cage,1610,3.2,0.096,-1.5
Michael Cooper,2189,4.6,0.102,1.5
Michael Holton,1761,0.8,0.023,-3.6
Michael Jordan*,3144,14.0,0.213,7.3
Michael Wilson,267,0.5,0.137,0.6
Michael Young,11,0.0,-0.072,-8.0
Micheal Ray Richardson,3127,8.7,0.134,4.1
Mickey Johnson,1565,2.7,0.083,0.4
Mike Bratz,746,0.8,0.05,-1.6
Mike Dunleavy,433,1.0,0.105,0.5
Mike Evans,1437,2.9,0.098,0.0
Mike Glenn,1126,2.9,0.126,0.3
Mike Gminski,2418,6.1,0.122,0.5
Mike McGee,1170,3.0,0.122,-1.6
Mike Mitchell,2853,6.0,0.101,-1.1
Mike O'Koren,1119,1.9,0.081,-0.5
Mike Sanders,418,0.8,0.093,-1.4
Mike Woodson,1998,4.2,0.101,0.3
Mitch Kupchak,716,1.4,0.094,-4.0
Mitchell Wiggins,1575,3.5,0.107,-0.2
Moses Malone*,2957,11.9,0.193,1.6
Mychal Thompson,2616,6.1,0.111,0.7
Norm Nixon,2894,3.7,0.061,-0.6
Orlando Woolridge,2816,9.0,0.153,1.5
Othell Wilson,1260,0.7,0.028,-1.8
Otis Birdsong,1842,4.2,0.109,1.2
Otis Thorpe,1918,4.0,0.1,-1.0
Ozell Jones,888,1.3,0.073,-0.8
Pace Mannion,190,0.2,0.055,0.6
Pat Cummings,2069,3.3,0.077,-1.5
Paul Mokeski,1586,3.4,0.102,-1.7
Paul Pressey,2876,9.6,0.16,4.2
Paul Thompson,942,1.1,0.13,-1.1
Pete Verhoeven,366,0.4,0.053,-4.0
Peter Thibeaux,461,0.3,0.027,-5.1
Phil Ford,290,0.2,0.033,-3.1
Phil Hubbard,2249,5.7,0.121,0.1
Purvis Short,3081,6.2,0.097,0.6
Quinn Buckner,858,0.5,0.027,-3.1
Quintin Dailey,2101,2.6,0.059,-2.1
Ralph Jackson,12,0.0,0.069,4.3
Ralph Sampson*,3086,6.2,0.096,0.4
Randy Breuer,1083,3.0,0.133,-0.5
Randy Wittman,1168,1.6,0.065,-1.9
Ray Williams,459,0.4,0.042,-1.6
Reggie King,860,0.5,0.028,-3.8
Reggie Theus,2543,4.6,0.086,0.7
Rich Kelley,1276,1.7,0.066,-2.7
Rick Carlisle,179,-0.1,-0.021,-7.5
Rick Mahorn,2072,3.6,0.083,-1.5
Rick Robey,48,-0.2,-0.191,-10.9
Rickey Brown,814,0.4,0.024,-4.1
Rickey Green,2431,6.7,0.132,1.6
Ricky Pierce,882,3.0,0.162,1.1
Ricky Sobers,1490,0.1,0.002,-3.7
Robert Parish*,2850,9.0,0.151,0.8
Robert Reid,1763,3.0,0.082,-1.3
Robert Smith,48,0.0,-0.034,-5.6
Rod Foster,1318,0.9,0.034,-2.8
Rod Higgins,942,1.0,0.049,-1.8
Rodney McCray,3001,8.5,0.137,2.7
Rolando Blackman,2834,7.3,0.123,0.9
Ron Anderson,520,0.3,0.032,-2.6
Ron Brewer,326,0.8,0.142,-5.8
Ron Cavenall,653,-0.2,-0.016,-5.8
Ronnie Lester,278,0.2,0.039,-3.2
Rory Sparrow,2292,4.3,0.091,-0.1
Rory White,1106,1.0,0.045,-2.5
Roy Hinson,2344,5.0,0.103,-0.4
Sam Bowie,2216,5.7,0.123,2.0
Sam Perkins,2317,5.8,0.12,0.0
Sam Williams,488,-0.1,-0.008,-5.6
Scooter McCray,93,0.0,-0.012,-3.7
Scott Hastings,825,1.3,0.075,-2.2
Scott Wedman,1127,2.2,0.093,-1.2
Sedale Threatt,1304,1.3,0.047,-2.1
Sidney Green,740,0.6,0.039,-4.9
Sidney Lowe,190,0.3,0.041,-8.0
Sidney Moncrief*,2734,11.2,0.197,4.8
Sleepy Floyd,2873,3.1,0.052,-0.4
Sly Williams,867,0.5,0.03,-1.6
Steve Burtt,418,-0.4,-0.043,-7.5
Steve Colter,1462,2.3,0.076,-0.8
Steve Hayes,101,0.3,0.124,-1.9
Steve Johnson,1659,3.1,0.09,-2.1
Steve Stipanovich,2315,5.0,0.104,0.8
Stewart Granger,92,-0.2,-0.125,-8.8
Stuart Gray,391,-0.4,-0.052,-7.9
T.R. Dunn,2290,4.4,0.092,-0.1
Terence Stansbury,1278,1.5,0.056,-3.4
Terry Cummings,2722,10.7,0.189,4.3
Terry Teagle,349,0.8,-0.105,-16.2
Terry Tyler,2004,4.5,0.108,0.0
Thurl Bailey,2481,5.4,0.104,-0.2
Tim McCormick,1584,3.8,0.114,-2.1
Tom Chambers,2923,5.9,0.098,-0.6
Tom LaGarde,8,0.0,-0.17,-15.4
Tom McMillen,1547,2.7,0.082,-3.6
Tom Scheffler,268,0.2,0.037,-4.5
Tom Sewell,87,-0.4,-0.201,-12.7
Tom Sluby,151,0.2,0.052,-3.4
Tony Brown,1586,1.8,0.054,-1.7
Tony Campbell,625,0.4,0.031,-5.0
Tree Rollins,1750,3.8,0.105,0.7
Trent Tucker,1819,3.3,0.086,0.2
Truck Robinson,35,-0.1,-0.082,-0.7
Vern Fleming,2486,3.3,0.063,-1.6
Vinnie Johnson,2093,4.2,0.097,0.3
Walker Russell,377,0.2,0.029,-1.3
Wallace Bryant,860,1.3,0.073,-0.7
Walter Davis,570,0.6,0.05,-2.7
Wayne Cooper,2031,3.5,0.082,-2.4
Wayne Sappleton,298,0.1,0.012,-6.3
Wes Matthews,1523,1.6,0.049,-1.2
Willie White,234,-0.2,-0.035,-6.2
World B. Free,2249,6.0,0.127,3.0
