Player,MP,WS,WS/48,BPM
Charles Davis,226,-0.3,-0.225,-13.5
Charles Jones,1499,2.3,0.099,-6.2
Charles Oakley,2816,6.7,0.114,-0.6
Chris Dudley,513,1.0,0.093,-3.1
Chris Engler,399,0.2,0.022,-6.0
Chris McNealy,265,0.2,0.03,-2.0
Chris Mullin*,2033,5.1,0.121,3.2
Chris Washburn,260,0.2,0.034,-11.1
Chris Welp,132,0.3,0.099,-2.3
Chuck Nevitt,63,0.0,0.018,-7.4
Chuck Person,2807,3.3,0.057,-0.4
Claude Gregory,313,0.1,0.011,-4.0
Clemon Johnson,723,0.9,0.061,-3.3
Cliff Levingston,2135,7.0,0.157,0.8
Cliff Robinson,2110,2.6,0.059,-1.7
Clinton Wheeler,513,0.4,0.039,-0.4
Clyde Drexler*,3060,13.2,0.207,7.0
Conner Henry,433,0.4,0.094,-4.8
Craig Ehlo,1709,3.1,0.088,0.6
Craig Hodges,1445,2.4,0.163,-0.6
Dale Ellis,2790,9.0,0.155,2.5
Dallas Comegys,1122,-0.3,-0.012,-4.2
Danny Ainge,3018,8.6,0.136,2.4
Danny Schayes,2166,8.8,0.195,0.9
Danny Vranes,772,0.6,0.035,-1.7
Danny Young,949,2.4,0.122,1.1
Darnell Valentine,1636,1.5,0.043,-0.8
Darrell Griffith,1052,0.8,0.037,-2.1
Darrell Walker,940,0.8,0.041,-0.7
Darren Daye,655,1.2,0.086,-0.4
Darryl Dawkins,33,-0.2,-0.621,-40.2
Dave Corzine,2328,4.9,0.101,-0.3
Dave Feitl,1128,0.3,0.011,-5.7
Dave Greenwood,1236,1.1,0.043,-3.1
Dave Henderson,351,-0.4,-0.058,-7.1
Dave Hoppen,642,0.8,0.086,-11.9
David Wingate,1419,-0.5,-0.018,-4.8
Dell Curry,1499,2.0,0.064,-0.2
Dennis Hopson,1365,-0.3,-0.012,-3.6
Dennis Johnson*,2670,5.0,0.091,0.1
Dennis Rodman*,2147,6.8,0.153,1.6
Derek Harper,3032,9.1,0.145,3.5
Derek Smith,899,1.5,0.078,-1.6
Derrick McKey,1706,4.1,0.116,0.2
Detlef Schrempf,1587,3.6,0.11,-0.3
Dirk Minniefield,1070,1.1,0.114,-2.1
Doc Rivers,2502,8.3,0.159,4.9
Dominique Wilkins*,2948,9.8,0.16,4.3
Duane Washington,156,0.4,0.138,2.0
Dudley Bradley,1437,1.9,-0.005,-12.7
Earl Cureton,1128,0.7,0.029,-4.0
Ed Nealy,837,1.2,0.068,-2.4
Ed Pinckney,1177,2.3,0.092,-0.8
Eddie Hughes,42,0.0,0.021,-5.6
Eddie Johnson,2177,3.0,0.065,-2.0
Elston Turner,98,-0.2,-0.117,-6.8
Ennis Whatley,24,0.0,-0.046,-5.3
Eric White,352,0.8,0.115,-1.5
Fat Lever,3061,10.4,0.163,5.1
Frank Brickowski,2227,4.1,0.088,-0.6
Frank Johnson,1258,1.6,0.063,-1.0
Franklin Edwards,414,-0.2,-0.025,-4.5
Fred Roberts,1032,1.9,0.087,-2.3
Gerald Henderson,1505,2.2,0.065,-5.4
Gerald Wilkins,2703,3.4,0.061,-0.4
Granville Waiters,114,0.0,-0.021,-8.4
Greg Anderson,1984,2.3,0.056,-2.7
Greg Dreiling,74,0.1,0.048,-5.2
Greg Kite,1063,0.3,-0.045,-12.1
Hakeem Olajuwon*,2825,10.7,0.182,4.4
Harold Pressley,2029,2.2,0.052,-0.8
Herb Williams,1966,1.8,0.044,-2.1
Horace Grant,1827,4.2,0.111,-1.7
Hot Rod Williams,2106,5.7,0.13,0.8
Isiah Thomas*,2927,7.6,0.124,3.0
Jack Sikma*,2923,9.4,0.154,2.3
James Bailey,869,0.4,0.023,-5.7
James Donaldson,2523,6.2,0.119,0.0
James Edwards,1705,1.5,0.127,-8.6
James Worthy*,2655,7.9,0.143,2.3
Jamie Waller,91,-0.2,-0.097,-7.1
Jawann Oldham,946,1.2,0.062,-1.9
Jay Humphries,1809,3.5,0.114,-2.5
Jay Murphy,46,-0.1,-0.085,-9.9
Jay Vincent,1755,2.8,0.076,-2.0
Jeff Cook,359,0.1,0.017,-5.4
Jeff Hornacek,2243,5.0,0.106,1.4
Jeff Lamp,7,0.0,0.227,1.2
Jeff Malone,2655,5.6,0.101,-0.3
Jerome Kersey,2888,8.6,0.144,1.8
Jerome Whitehead,1221,1.6,0.062,-4.2
Jerry Reynolds,1161,1.3,0.055,0.3
Jerry Sichting,694,1.5,0.207,-2.2
Jim Farmer,157,-0.4,-0.111,-9.9
Jim Paxson,801,1.2,0.123,-6.6
Jim Petersen,1793,3.4,0.091,-1.6
Joe Arlauckas,85,-0.1,-0.045,-6.8
Joe Barry Carroll,2004,1.6,0.013,-6.5
Joe Dumars*,2732,5.9,0.103,0.6
Joe Kleine,1999,3.1,0.074,-3.0
Joe Wolf,1137,0.1,0.002,-4.4
John Bagley,2774,2.6,0.044,-1.4
John Battle,1227,2.3,0.092,0.4
John Long,2022,3.9,0.093,0.3
John Lucas,1766,3.9,0.106,2.0
John Paxson,1888,4.2,0.106,-1.4
John Salley,2003,6.2,0.148,2.2
John Stockton*,2842,14.1,0.238,8.5
John Stroeder,271,-0.1,-0.013,-6.1
John Williams,2428,5.0,0.098,1.3
Johnny Dawkins,2179,4.3,0.095,0.0
Johnny Moore,61,-0.1,-0.437,-25.5
Johnny Newman,1589,3.1,0.093,-1.9
Johnny Rogers,168,0.0,0.008,-6.4
Jon Koncak,1073,2.3,0.104,-1.0
Jon Sundvold,1024,1.0,0.048,-2.3
Kannard Johnson,12,-0.1,-0.238,-9.7
Kareem Abdul-Jabbar*,2308,5.3,0.111,0.0
Karl Malone*,3198,10.1,0.152,1.5
Kelly Tripucka,976,1.7,0.083,-0.9
Ken Norman,1435,0.6,0.021,-3.1
Kenny Fields,154,0.0,0.0,-4.4
Kenny Smith,2170,2.2,0.049,-1.8
Kenny Walker,2139,4.7,0.106,-0.7
Kent Benson,12,0.0,0.015,-3.9
Kermit Washington,56,0.1,0.082,-2.7
Kevin Duckworth,2223,5.2,0.112,-2.8
Kevin Gamble,19,-0.1,-0.139,-7.0
Kevin Henderson,190,-0.2,-0.085,-13.4
Kevin Johnson,1917,4.0,0.205,2.0
Kevin McHale*,2390,10.2,0.205,3.5
Kevin McKenna,393,0.5,0.061,-2.8
Kevin Williams,1084,1.9,0.084,-2.6
Kevin Willis,2091,4.2,0.095,-2.1
Kiki Vandeweghe,1038,3.8,0.176,1.7
Kurt Nimphius,919,1.0,0.052,-2.8
Kurt Rambis,845,2.6,0.147,0.2
LaSalle Thompson,1257,1.9,0.074,-2.1
Lancaster Gordon,65,0.0,-0.035,-6.6
Larry Bird*,2965,15.0,0.243,8.8
Larry Drew,2024,1.2,0.03,-3.1
Larry Krystkowiak,1050,2.1,0.096,-2.9
Larry Nance,2383,7.9,0.333,7.2
Larry Smith,499,0.3,0.025,-4.1
Leon Wood,909,2.2,0.395,9.4
Lester Conner,399,0.7,0.09,1.6
Louis Orr,180,-0.2,-0.059,-7.5
Magic Johnson*,2637,10.9,0.199,6.0
Manute Bol,1136,2.0,0.085,1.1
Marc Iavaroni,1238,1.7,0.064,-3.5
Mark Acres,1151,2.2,0.09,-2.8
Mark Aguirre,2610,8.8,0.163,3.8
Mark Alarie,769,0.9,0.058,-3.2
Mark Eaton,2731,4.1,0.072,-1.8
Mark Jackson,3249,7.6,0.113,2.7
Mark McNamara,581,0.6,0.052,-4.4
Mark Price,2626,7.8,0.143,2.2
Mark Wade,123,-0.3,-0.11,-7.1
Mark West,2098,3.1,0.134,-4.2
Martin Nessley,336,-0.1,-0.017,-17.1
Maurice Cheeks*,2871,8.3,0.138,3.4
Maurice Lucas,1191,2.3,0.091,-2.2
Maurice Martin,136,0.0,-0.014,-5.9
Melvin Turpin,1011,2.1,0.1,-1.6
Michael Adams,2778,7.5,0.13,2.5
Michael Brooks,133,0.0,0.016,-5.7
Michael Cage,2660,6.7,0.121,-0.6
Michael Cooper,1793,3.1,0.082,0.8
Michael Holton,1279,2.3,0.087,-1.5
Michael Jackson,760,-0.2,-0.011,-4.9
Michael Jordan*,3311,21.2,0.308,13.0
Michael Phelps,23,0.1,0.126,6.1
Mike Brown,591,0.7,0.058,-5.5
Mike Evans,656,1.1,0.082,-0.3
Mike Gminski,2961,6.4,0.2,0.0
Mike McGee,1003,1.1,0.092,-2.5
Mike Mitchell,1501,2.4,0.076,-2.4
Mike O'Koren,52,0.1,0.082,3.1
Mike Sanders,883,1.2,0.134,-5.3
Mike Smrek,421,0.4,0.047,-6.0
Mike Woodson,2534,3.1,0.058,-1.2
Milt Wagner,380,0.4,0.046,-4.5
Moses Malone*,2692,9.2,0.163,1.6
Muggsy Bogues,1628,2.3,0.066,0.9
Mychal Thompson,2007,4.6,0.111,-2.4
Nate Blackwell,112,-0.1,-0.045,-7.2
Nate McMillan,2453,6.5,0.127,3.3
Nikita Wilson,54,-0.1,-0.099,-11.3
Norris Coleman,431,-0.4,-0.046,-7.1
Olden Polynice,1080,1.6,0.069,-4.7
Orlando Woolridge,622,0.8,0.061,-1.4
Otis Birdsong,1882,-0.1,-0.003,-3.4
Otis Smith,1549,3.6,0.146,-2.0
Otis Thorpe,3072,8.1,0.126,0.9
Pace Mannion,477,0.3,0.032,-2.6
Pat Cummings,946,1.1,0.055,-3.7
Patrick Ewing*,2546,8.1,0.154,4.2
Paul Mokeski,848,1.3,0.073,-4.5
Paul Pressey,2484,7.1,0.136,3.0
Pearl Washington,1379,0.7,0.025,-1.9
Pete Myers,328,-0.1,-0.009,-3.2
Phil Hubbard,1631,2.7,0.081,-2.7
Phil Zevenbergen,58,0.0,0.041,-2.4
Purvis Short,1949,4.4,0.108,-0.6
Pétur Guðmundsson,1017,1.4,0.064,-2.7
Quintin Dailey,1282,1.3,0.05,-0.1
Ralph Lewis,310,-0.1,-0.008,-4.8
Ralph Sampson*,1663,0.6,0.044,-4.2
Randy Breuer,2258,5.1,0.109,-0.1
Randy Wittman,2412,3.5,0.07,-1.2
Ray Tolbert,259,0.3,0.13,-5.4
Reggie Lewis,405,0.4,0.052,-3.4
Reggie Miller*,1840,4.2,0.11,0.7
Reggie Theus,2653,3.7,0.066,-0.9
Reggie Williams,857,-1.1,-0.061,-6.6
Richard Anderson,1350,2.3,0.328,7.8
Richard Rellford,42,0.0,0.048,-1.8
Rick Carlisle,204,0.2,0.036,-1.5
Rick Mahorn,1963,5.9,0.145,0.2
Rickey Green,1116,1.8,0.078,-0.7
Rickie Winslow,45,-0.2,-0.165,-14.8
Ricky Pierce,965,2.2,0.107,-0.4
Ricky Wilson,420,0.2,0.164,0.3
Robert Parish*,2312,6.4,0.134,0.8
Robert Reid,980,1.7,0.083,-2.5
Rod Higgins,2188,5.7,0.124,0.9
Rodney McCray,2689,7.6,0.135,1.6
Rolando Blackman,2580,6.8,0.126,0.2
Ron Anderson,1097,2.5,0.108,0.6
Ron Harper,1830,3.5,0.092,2.3
Ron Moore,59,-0.1,-0.173,-25.3
Ronnie Murphy,89,-0.2,-0.13,-11.5
Rory Sparrow,1044,0.5,-0.144,-12.1
Roy Hinson,2592,4.4,0.149,-2.6
Roy Tarpley,2307,7.8,0.163,0.2
Russ Schoene,973,1.8,0.087,-2.3
Sam Perkins,2499,6.7,0.128,-0.3
Sam Vincent,1501,3.3,0.204,0.1
Scott Hastings,403,1.0,0.125,-1.4
Scott Roth,201,0.3,0.078,-3.8
Scott Skiles,760,0.3,0.016,-4.2
Scottie Pippen*,1650,2.3,0.066,-0.6
Sedale Threatt,1055,2.7,0.27,3.6
Sedric Toney,139,0.3,0.099,-0.6
Sidney Green,2049,2.7,0.063,-3.2
Sidney Moncrief*,1428,3.7,0.123,0.9
Sleepy Floyd,2514,4.4,0.173,2.0
Spud Webb,1347,2.3,0.082,0.1
Steve Alford,197,0.3,0.082,-1.1
Steve Burtt,312,-0.1,-0.019,-5.3
Steve Colter,1513,2.5,0.094,-2.9
Steve Harris,1084,1.2,0.119,-3.6
Steve Johnson,1050,1.3,0.058,-3.1
Steve Stipanovich,2692,6.9,0.123,1.0
Stuart Gray,807,1.1,0.067,-3.3
T.R. Dunn,1534,3.2,0.102,0.4
Tellis Frank,1597,0.6,0.018,-5.1
Terry Catledge,1610,3.5,0.103,-1.6
Terry Cummings,2629,5.2,0.094,-0.1
Terry Porter,2991,9.8,0.157,3.2
Terry Teagle,958,-0.2,-0.012,-4.3
Terry Tyler,1185,1.2,0.049,-1.3
Thurl Bailey,2804,6.8,0.116,0.2
Tim McCormick,2114,4.0,0.166,-3.7
Tod Murphy,19,0.1,0.235,1.7
Tom Chambers,2680,6.4,0.114,0.0
Tony Campbell,242,0.4,0.079,-3.5
Tony White,581,-0.3,-0.1,-20.3
Tree Rollins,1765,4.1,0.112,-0.5
Trent Tucker,1248,2.9,0.11,0.7
Tyrone Corbin,1739,2.9,0.161,-2.0
Uwe Blab,658,0.5,0.036,-4.5
Vern Fleming,2733,8.4,0.148,2.8
Vincent Askew,234,-0.2,-0.043,-2.8
Vinnie Johnson,1935,2.3,0.056,-0.9
Walker Russell,1,0.0,-0.54,-25.8
Walter Berry,1922,3.4,0.086,-0.4
Walter Davis,1951,3.8,0.094,0.6
Wayman Tisdale,2378,5.7,0.116,-0.7
Wayne Cooper,865,1.2,0.068,-3.2
Wes Matthews,706,0.8,0.054,-2.5
William Bedford,298,0.2,0.039,-3.8
Winston Crite,258,0.1,0.025,-5.0
Winston Garland,2122,1.7,0.039,-1.8
World B. Free,682,0.4,0.028,-4.7
Xavier McDaniel,2703,6.2,0.11,1.4
