Player,MP,WS,WS/48,BPM
Cliff Pondexter,996,1.5,0.071,-1.6
Clifford Ray,2018,5.7,0.136,1.0
Clyde Mayes,52,-0.1,-0.465,-14.8
Coby Dietrick,1772,2.3,0.061,-1.4
Corky Calhoun,743,1.3,0.083,-2.5
Cornelius Cash,49,0.0,-0.01,-4.6
Cornell Warner,170,0.3,0.091,-3.2
Curtis Perry,1391,2.8,0.096,-1.2
Curtis Rowe,2190,5.2,0.114,-0.2
Dale Schlueter,337,0.1,0.009,-3.4
Dan Issel*,2507,10.9,0.208,2.7
Dan Roundfield,1645,3.9,0.115,-0.4
Darnell Hillman,2302,3.8,0.079,-1.3
Darrell Elston,40,-0.2,-0.218,-6.3
Darryl Dawkins,684,2.1,0.15,0.2
Dave Bing*,1516,2.9,0.092,-0.3
Dave Cowens*,1888,4.4,0.113,2.6
Dave Meyers,1262,2.2,0.082,-1.1
Dave Robisch,1966,5.0,0.122,0.3
Dave Twardzik,1937,7.5,0.186,3.0
Dave Wohl,986,0.2,-0.021,-9.6
David Thompson*,3001,10.7,0.172,2.5
Dean Meminger,254,0.2,0.032,-1.8
Dean Tolson,587,2.0,0.166,2.8
Dennis Awtrey,1760,2.1,0.057,-1.4
Dennis Johnson*,1667,4.5,0.13,2.6
Derrek Dickey,856,1.7,0.093,-1.6
Dick Snyder,1685,3.4,0.097,-0.6
Dick Van Arsdale,1535,2.7,0.086,-1.9
Don Adams,1710,1.6,0.046,-1.8
Don Buse,2947,4.7,0.076,1.6
Don Chaney,2408,2.9,0.058,-0.2
Don Ford,1782,2.8,0.076,-1.4
Doug Collins,2037,6.2,0.145,0.8
Dwight Davis,552,0.6,0.049,-4.1
Dwight Jones,1239,2.6,0.102,-0.9
E.C. Coleman,2369,3.2,0.065,-2.2
Earl Monroe*,2656,7.8,0.141,1.7
Earl Tatum,1249,2.6,0.101,0.6
Earl Williams,7,0.0,-0.328,-4.9
Ed Ratleff,533,0.5,0.044,-0.9
Elmore Smith,1464,2.8,0.196,-0.6
Elvin Hayes*,3364,12.1,0.173,2.8
Eric Fernsten,61,0.0,0.004,-3.9
Eric Money,1586,3.3,0.099,0.2
Ernie DiGregorio,2267,1.3,0.027,-3.1
Fatty Taylor,1548,2.1,0.066,0.5
Foots Walker,1216,3.0,0.12,1.5
Frank Oleynick,516,-0.2,-0.018,-5.3
Fred Brown,2098,6.1,0.14,2.2
Fred Carter,1112,0.4,0.041,-6.6
Fred Foster,689,-0.2,-0.017,-5.9
Fred Saunders,1051,1.2,0.054,-2.7
Freddie Boyd,1212,2.1,0.083,-1.2
Freddie Lewis,552,0.5,0.047,-3.7
Gail Goodrich*,609,1.2,0.091,-0.3
Gar Heard,1363,1.7,0.062,-1.3
Gary Brokaw,1487,1.6,0.12,-2.7
George Gervin*,2705,10.5,0.187,3.5
George Johnson,1652,3.5,0.217,1.3
George Karl,251,-0.2,-0.037,-5.7
George McGinnis*,2769,8.6,0.149,2.2
George Trapp,68,0.1,0.062,-3.9
Glenn Hansen,289,0.4,0.063,-2.2
Glenn McDonald,79,-0.2,-0.145,-5.8
Goo Kennedy,277,0.3,0.045,-2.7
Gus Gerard,1048,1.3,0.134,-1.1
Gus Williams,1930,3.6,0.088,0.0
Harvey Catchings,864,1.7,0.092,0.1
Henry Bibby,2639,4.1,0.074,-1.5
Henry Dickerson,63,0.0,0.0,-4.5
Henry Ward,171,-0.1,-0.023,-6.1
Herm Gilliam,1665,2.5,0.071,-1.7
Howard Porter,2200,4.1,0.089,-1.3
Ira Terrell,1751,3.6,0.097,-0.5
Jack Marin,869,1.3,0.073,-2.5
Jamaal Wilkes*,2579,7.3,0.135,1.0
James Silas,356,0.7,0.099,-1.7
Jan van Breda Kolff,2398,4.5,0.091,-0.7
Jerome Anderson,164,0.1,0.027,-4.2
Jim Ard,969,0.8,0.039,-2.6
Jim Barnett,231,0.1,0.014,-4.4
Jim Brewer,2672,5.8,0.105,1.3
Jim Chones,2378,5.9,0.119,-0.6
Jim Cleamons,2045,3.8,0.088,0.4
Jim Eakins,1338,3.6,0.128,0.0
Jim Fox,1165,2.4,0.097,-2.2
Jim McElroy,2029,3.5,0.083,-1.2
Jim McMillian,2158,2.6,0.057,-1.1
Jim Price,1828,2.6,0.216,-3.8
Jimmy Jones,33,-0.1,-0.08,-4.6
Jo Jo White*,3333,6.5,0.094,0.4
Joe Bryant,612,1.2,0.093,-0.5
Joe Meriweather,2068,4.8,0.112,-0.9
Joe Pace,119,0.1,0.054,-3.6
John Brown,1405,1.7,0.058,-2.3
John Drew,2688,7.9,0.142,1.8
John Gianelli,1913,2.5,0.143,-2.1
John Havlicek*,2913,6.1,0.1,0.6
John Johnson,1738,2.3,0.064,-1.2
John Lambert,555,1.0,0.087,-1.2
John Laskowski,562,0.4,0.03,-2.1
John Lucas,2531,4.8,0.091,0.9
John Mengelt,1178,2.3,0.092,-1.4
John Shumate,2601,6.3,0.117,1.0
John Williamson,2481,3.9,0.155,-2.2
Johnny Davis,1451,2.5,0.084,-1.6
Johnny Neumann,937,0.0,0.079,-7.4
Julius Erving*,2940,11.5,0.188,4.5
Junior Bridgeman,2410,3.6,0.071,-1.1
Kareem Abdul-Jabbar*,3016,17.8,0.283,9.4
Keith Erickson,949,1.4,0.071,-1.6
Keith Starr,65,-0.2,-0.111,-6.1
Ken Charles,2487,2.3,0.044,-0.9
Kermit Washington,1342,4.3,0.153,-0.6
Kevin Grevey,1306,0.7,0.027,-3.9
Kevin Kunnert,2050,4.1,0.097,-0.4
Kevin Porter,2117,2.7,0.062,-1.7
Kevin Restani,1116,1.8,0.079,-0.4
Kevin Stacom,1051,0.6,0.027,-2.7
Kim Hughes,2081,2.3,0.053,-0.8
Larry Kenon,2936,9.5,0.155,2.4
Larry McNeill,230,0.7,0.271,-4.7
Larry Steele,1680,5.2,0.148,1.6
Larry Wright,1421,1.4,0.048,-2.5
Len Elmore,46,0.0,0.039,-4.3
Leon Douglas,1626,2.1,0.063,-2.9
Leonard Gray,1639,1.8,0.112,-4.7
Lionel Hollins,2224,4.0,0.086,0.1
Lloyd Neal,955,1.8,0.091,-2.2
Lloyd Walton,678,1.1,0.078,-0.3
Lonnie Shelton,2104,4.6,0.105,0.4
Lou Hudson,1745,2.7,0.074,-0.6
Louie Dampier*,1634,1.2,0.035,-2.6
Louie Nelson,57,0.0,0.032,-3.9
Lucius Allen,2482,4.9,0.094,0.0
M.L. Carr,2643,5.9,0.107,1.1
Mack Calvin,1438,2.7,0.248,-6.2
Mark Olberding,1949,4.3,0.106,-1.7
Marshall Rogers,176,-0.2,-0.043,-6.9
Marv Roberts,209,-0.2,-0.051,-6.3
Marvin Barnes,989,1.3,0.063,-2.3
Marvin Webster,1276,3.9,0.146,0.9
Maurice Lucas,2863,8.7,0.147,0.8
Mel Bennett,911,0.1,0.005,-4.4
Mel Daniels*,126,0.0,-0.002,-4.3
Mel Davis,1094,-0.3,-0.017,-8.8
Mickey Davis,165,0.4,0.102,-0.3
Mickey Johnson,2847,8.5,0.143,0.8
Mike Bantom,1909,4.8,0.238,0.4
Mike Barr,1224,1.4,0.054,-0.7
Mike D'Antoni,9,0.0,-0.185,-5.0
Mike Dunleavy,359,0.2,0.023,-4.6
Mike Flynn,1324,1.7,0.062,-1.1
Mike Gale,2598,4.0,0.075,0.7
Mike Green,1928,3.9,0.097,0.1
Mike Newlin,2119,4.7,0.106,-0.5
Mike Riordan,289,-0.1,-0.024,-5.5
Mike Sojourner,551,0.9,0.079,-1.5
Mitch Kupchak,1513,5.9,0.188,1.4
Mo Howard,345,0.6,0.312,-3.3
Mo Layton,765,1.1,0.068,-1.6
Monte Towe,409,0.1,0.013,-4.5
Moses Malone*,2506,8.7,0.187,-2.8
Nate Thurmond*,997,2.3,0.113,1.0
Nate Williams,1776,2.8,0.077,-1.4
Neal Walk,135,0.2,0.07,-2.7
Nick Weatherspoon,1657,2.7,0.043,-7.1
Norm Cook,138,-0.1,-0.023,-4.4
Norm Van Lier,3097,5.5,0.085,-0.5
Norton Barnhill,10,0.0,-0.198,-5.3
Ollie Johnson,1386,2.9,0.102,-0.7
Otto Moore,2084,2.9,0.067,0.0
Paul Griffin,1645,4.1,0.119,0.5
Paul McCracken,119,0.0,0.019,-3.4
Paul Silas,1959,2.5,0.062,-2.4
Paul Westphal*,2600,9.6,0.178,4.0
Pete Maravich*,3041,6.4,0.101,1.1
Phil Chenier,2842,5.8,0.098,0.5
Phil Hicks,262,0.5,-0.154,-6.1
Phil Jackson*,1033,0.9,0.043,-2.3
Phil Sellers,329,0.0,-0.007,-5.0
Phil Smith,2880,7.0,0.117,0.2
Quinn Buckner,2095,1.5,0.035,-0.4
Ralph Simpson,1597,1.2,0.037,-2.1
Randy Denton,700,0.4,0.029,-3.7
Randy Smith,3094,6.4,0.099,1.1
Rich Jones,877,0.6,0.033,-3.1
Rich Kelley,1505,4.3,0.138,1.9
Richard Washington,2265,3.2,0.068,-3.1
Rick Barry*,2904,8.4,0.139,2.9
Ricky Sobers,2005,5.3,0.126,0.5
Robert Parish*,1384,4.8,0.167,1.0
Robin Jones,1065,2.2,0.097,0.2
Roger Brown,322,0.2,0.029,-3.3
Ron Behagen,1170,1.8,0.073,-1.9
Ron Boone,3021,8.1,0.128,1.0
Ron Davis,67,-0.4,-0.256,-6.8
Ron Lee,1849,2.8,0.072,0.8
Rowland Garrett,598,0.8,0.134,-5.3
Rudy Hackett,46,0.0,-0.247,-9.5
Rudy Tomjanovich*,3130,10.4,0.159,1.7
Rudy White,368,0.2,0.025,-2.6
Sam Lacey,2595,5.6,0.104,2.7
Scott Lloyd,1025,1.3,0.062,-3.8
Scott May,2369,5.4,0.11,-0.3
Scott Wedman,2743,6.0,0.104,0.1
Sidney Wicks,2642,6.1,0.11,-0.1
Slick Watts,2627,3.3,0.06,0.7
Sonny Parker,889,3.0,0.16,3.1
Spencer Haywood*,1021,2.1,0.096,-0.6
Steve Green,918,1.1,0.055,-3.3
Steve Hawes,945,1.9,0.095,-0.1
Steve Kuberski,860,1.1,0.061,-2.8
Steve Mix,1958,6.5,0.158,1.8
Swen Nater,1960,6.9,0.168,1.4
Ted McClain,2002,2.7,0.065,-1.5
Terry Furlow,174,0.0,0.011,-3.7
Ticky Burden,608,0.0,-0.004,-3.1
Tim Bassett,2442,1.5,0.029,-2.7
Tiny Archibald*,1277,2.8,0.104,1.8
Tom Abernethy,1378,3.1,0.11,-0.3
Tom Barker,1354,1.0,0.035,-3.5
Tom Boerwinkle,1070,2.3,0.102,1.4
Tom Boswell,1083,2.4,0.107,-1.7
Tom Burleson,1803,4.4,0.117,0.0
Tom Henderson,2791,4.7,0.165,1.0
Tom Kropp,480,0.7,0.072,-3.0
Tom McMillen,1492,2.5,0.165,-4.8
Tom Owens,462,0.9,0.094,-3.1
Tom Van Arsdale,1425,1.1,0.037,-4.4
Truck Robinson,2777,7.3,0.25,0.9
Wally Walker,627,0.9,0.068,-3.2
Walt Frazier*,2687,6.1,0.108,0.9
Wes Unseld*,2860,6.2,0.103,2.0
Wil Jones,2709,3.7,0.066,-1.4
Wilbur Holland,2453,5.9,0.116,1.3
Willie Norwood,1647,3.3,0.095,-1.3
Willie Smith,11,0.0,-0.067,-4.9
Willie Wise,1403,2.5,0.087,-1.2
World B. Free,2253,4.6,0.099,-0.9
Zaid Abdul-Aziz,195,0.3,0.078,-3.3
