Player,MP,WS,WS/48,BPM
Rick Robey,1186,1.9,0.076,-2.7
Rickey Brown,1260,1.8,0.068,-4.6
Rickey Green,2822,5.7,0.096,1.4
Ricky Sobers,1938,1.0,0.024,-3.4
Robert Parish*,2534,10.0,0.19,3.8
Robert Reid,2913,5.2,0.086,0.1
Robert Smith,316,0.6,0.096,-2.1
Rock Lee,10,0.0,-0.129,-4.6
Roger Burkman,30,0.1,0.093,-2.0
Roger Phegley,1183,1.6,0.125,-4.3
Rolando Blackman,1979,4.1,0.098,0.2
Ron Brewer,2319,3.3,0.195,1.9
Ron Davis,67,-0.1,-0.066,-5.2
Ron Lee,1467,1.6,0.053,-0.7
Ronnie Lester,2252,3.9,0.084,-0.4
Rory Sparrow,2610,5.6,0.104,0.1
Rudy Macklin,1516,1.4,0.043,-4.1
Sam Lacey,670,0.5,0.098,-5.0
Sam Pellom,1037,1.8,0.083,-2.0
Sam Williams,1073,2.6,0.116,0.9
Sam Worthen,22,0.0,-0.096,-5.0
Scott Lloyd,1047,-0.1,-0.004,-6.3
Scott May,1187,4.2,0.171,1.7
Scott Wedman,1638,1.6,0.048,-1.2
Sidney Moncrief*,2980,13.4,0.216,4.8
Sly Williams,1521,4.2,0.133,2.6
Sonny Parker,899,1.6,0.088,0.4
Spencer Haywood*,2086,3.6,0.083,-1.8
Steve Hawes,1317,3.2,0.118,1.8
Steve Hayes,487,1.0,0.19,-5.0
Steve Johnson,1741,4.4,0.121,-0.7
Steve Mix,1235,3.7,0.144,1.0
Swen Nater,575,1.2,0.098,-0.7
T.R. Dunn,2519,4.0,0.076,0.6
Terry Duerod,146,0.2,0.071,-2.9
Terry Tyler,1989,5.5,0.133,2.9
Tiny Archibald*,2167,5.2,0.115,0.1
Toby Knight,550,1.1,0.099,-1.1
Tom Chambers,2682,3.3,0.059,-2.2
Tom Henderson,1721,2.1,0.059,-1.9
Tom LaGarde,909,-0.5,-0.028,-6.4
Tom McMillen,1792,3.7,0.099,-0.6
Tom Owens,1599,3.2,0.095,-1.4
Tracy Jackson,478,0.7,0.093,-6.0
Tree Rollins,2018,6.4,0.153,2.6
Truck Robinson,2745,6.9,0.121,-0.6
Vinnie Johnson,1295,2.6,0.211,0.4
Wally Walker,1965,3.5,0.087,-1.1
Walter Davis,1182,2.7,0.109,0.8
Wayne Cooper,1818,2.9,0.076,-2.0
Wes Matthews,837,1.3,0.073,-1.0
World B. Free,2796,6.9,0.118,0.5
