Player,MP,WS,WS/48,BPM
Purvis Short,1703,2.6,0.074,-2.3
Quinn Buckner,1757,2.0,0.055,-0.1
Ralph Simpson,979,-0.2,-0.015,-7.8
Randy Smith,3111,5.8,0.089,0.0
Ray Epps,72,0.1,0.057,-4.2
Ray Williams,2370,3.9,0.078,0.6
Raymond Townsend,771,0.8,0.048,-2.4
Reggie Theus,2753,3.2,0.056,-1.9
Rich Kelley,2705,8.6,0.152,2.8
Richard Washington,161,0.0,-0.006,-4.7
Rick Barry*,2566,4.2,0.078,0.8
Rick Robey,1763,3.1,0.169,-3.2
Rick Wilson,589,0.3,0.028,-1.7
Rickey Green,431,-0.1,-0.012,-4.0
Ricky Sobers,2825,4.3,0.074,-0.7
Robert Parish*,2411,7.1,0.142,2.2
Robert Reid,2259,4.5,0.096,0.4
Robert Smith,1479,2.9,0.095,-1.2
Roger Phegley,153,0.0,0.001,-4.8
Ron Behagen,165,0.3,-1.177,-13.0
Ron Boone,1583,0.4,0.012,-4.2
Ron Brewer,2454,5.6,0.109,0.7
Ron Carter,332,0.0,-0.002,-4.8
Ron Lee,1346,0.4,0.001,-5.9
Rudy Tomjanovich*,2641,6.2,0.112,-0.2
Sam Lacey,2627,6.5,0.119,3.9
Sam Smith,125,0.2,0.09,-1.0
Scott Lloyd,496,-0.6,-0.4,-13.3
Scott May,403,-0.1,-0.015,-4.4
Scott Wedman,2498,8.6,0.165,1.9
Sidney Wicks,2022,1.5,0.037,-2.6
Slick Watts,1046,1.2,0.057,0.5
Sonny Parker,2893,7.0,0.116,1.8
Spencer Haywood*,2361,4.3,0.173,-2.2
Stan Pietkiewicz,32,0.0,-0.06,-4.7
Steve Green,265,0.4,0.08,-1.6
Steve Hawes,2205,5.4,0.118,1.0
Steve Mix,1269,4.9,0.186,3.3
Steve Sheppard,279,0.2,0.096,-6.8
Swen Nater,2006,5.5,0.133,0.6
T.R. Dunn,1828,3.7,0.097,-0.2
Tate Armstrong,259,-0.1,-0.012,-4.2
Ted McClain,465,0.5,0.049,-2.8
Terry Furlow,1686,3.3,0.202,2.7
Terry Tyler,2560,5.4,0.101,0.6
Tim Bassett,1508,1.4,0.045,-3.1
Tiny Archibald*,1662,1.6,0.046,-2.6
Toby Knight,2667,5.7,0.102,-1.0
Tom Abernethy,1219,3.7,0.144,0.9
Tom Barker,476,0.2,0.195,-13.6
Tom Boswell,2201,5.6,0.122,0.9
Tom Burleson,927,2.7,0.14,-0.4
Tom Henderson,2081,4.5,0.103,0.4
Tom LaGarde,575,1.7,0.142,-0.2
Tom McMillen,1392,2.9,0.1,-2.2
Tom Owens,2791,10.4,0.179,2.7
Tommie Green,809,-0.3,-0.017,-4.2
Tony Robertson,74,0.0,-0.027,-4.0
Tree Rollins,1900,6.4,0.163,2.4
Truck Robinson,2537,5.1,0.172,-4.2
Wally Walker,969,1.8,0.087,-1.7
Walt Frazier*,279,0.2,0.029,-2.1
Walter Davis,2437,9.4,0.184,4.2
Wayne Cooper,795,1.2,0.073,-3.4
Wayne Radford,649,0.7,0.049,-2.2
Wes Unseld*,2406,8.7,0.174,4.3
Wesley Cox,360,-0.5,-0.061,-7.9
Wilbur Holland,2483,3.8,0.074,-1.0
Willie Smith,131,0.3,0.103,-1.3
Wilson Washington,1139,1.8,0.077,-2.1
Winford Boynes,1176,0.6,0.026,-3.7
World B. Free,2954,10.1,0.164,2.9
