Player,MP,WS,WS/48,BPM
John Stroeder,22,0.0,-0.546,-45.0
John Williams,2413,6.9,0.136,4.6
Johnny Dawkins,1083,1.0,0.044,-1.4
Johnny Newman,2336,6.7,0.138,1.1
Jon Koncak,1531,3.7,0.117,0.4
Jon Sundvold,1338,1.0,0.037,-2.3
José Ortiz,327,-0.1,-0.01,-6.8
Kareem Abdul-Jabbar*,1695,2.9,0.082,-2.1
Karl Malone*,3126,15.2,0.233,5.4
Keith Lee,840,0.8,0.045,-4.1
Keith Smart,12,0.0,-0.175,-14.1
Kelly Tripucka,2302,3.3,0.069,0.2
Kelvin Upshaw,617,0.3,0.006,-9.0
Ken Bannister,130,0.4,0.15,0.2
Ken Norman,3020,4.0,0.064,-0.5
Kenny Gattison,9,0.0,-0.037,-7.1
Kenny Smith,3145,4.1,0.062,-1.4
Kenny Walker,1163,2.7,0.112,-1.2
Kevin Duckworth,2662,4.8,0.086,-3.5
Kevin Edwards,2349,-0.2,-0.003,-1.9
Kevin Gamble,375,1.0,0.123,0.4
Kevin Johnson,3179,12.2,0.184,4.2
Kevin McHale*,2876,10.1,0.168,2.1
Kevin Williams,547,-0.1,0.001,-6.7
Kiki Vandeweghe,934,2.0,0.211,-3.5
Kurt Rambis,2233,4.8,0.104,0.3
LaSalle Thompson,2329,4.3,0.185,-2.5
Larry Bird*,189,0.5,0.129,3.7
Larry Krystkowiak,2472,6.3,0.122,-0.9
Larry Nance,2526,10.3,0.197,3.9
Larry Smith,1897,3.7,0.094,-1.6
Ledell Eackles,1459,2.1,0.07,-1.6
Lester Conner,2532,6.2,0.118,2.3
Magic Johnson*,2886,16.1,0.267,9.4
Manute Bol,1769,1.7,0.046,-0.9
Marc Iavaroni,796,0.6,0.036,-4.9
Mark Acres,632,0.9,0.066,-3.4
Mark Aguirre,2597,4.5,0.178,0.5
Mark Alarie,1141,2.2,0.093,-2.0
Mark Bryant,803,1.1,0.063,-4.2
Mark Davis,258,0.7,0.088,-13.9
Mark Eaton,2914,6.6,0.108,0.6
Mark Jackson,2477,7.2,0.14,3.5
Mark McNamara,318,0.7,0.106,-4.8
Mark Price,2728,11.3,0.199,4.5
Mark West,2019,5.5,0.131,1.0
Maurice Cheeks*,2298,5.3,0.11,1.8
Michael Adams,2787,8.3,0.143,2.9
Michael Anderson,730,0.2,0.01,-2.4
Michael Cage,2536,6.7,0.126,0.5
Michael Cooper,1943,4.4,0.11,1.0
Michael Holton,1696,1.3,0.038,-1.9
Michael Jackson,70,0.0,-0.008,-5.9
Michael Jordan*,3255,19.8,0.292,11.9
Micheal Williams,358,-0.2,-0.029,-5.4
Mike Brown,1051,1.4,0.064,-4.2
Mike Champion,4,-0.1,-0.952,-67.6
Mike Dunleavy,5,0.0,0.189,5.9
Mike Gminski,2739,7.0,0.122,0.4
Mike McGee,2027,2.3,0.055,-1.3
Mike Sanders,2102,3.1,0.071,-2.3
Mike Smrek,623,0.4,0.031,-4.6
Mike Woodson,2259,3.5,0.074,-1.6
Mitch Richmond*,2717,5.6,0.098,-0.1
Morlon Wiley,408,0.2,0.028,-2.4
Moses Malone*,2878,10.7,0.178,1.8
Muggsy Bogues,1755,2.6,0.07,1.1
Mychal Thompson,1994,5.2,0.126,-1.0
Nate McMillan,2341,4.4,0.09,2.1
Norm Nixon,1318,-0.4,-0.013,-4.4
Olden Polynice,835,1.5,0.086,-3.2
Orlando Graham,22,0.0,-0.047,-13.2
Orlando Woolridge,1491,3.3,0.105,-1.9
Otis Birdsong,108,-0.1,-0.051,-5.3
Otis Smith,1597,2.5,0.074,-0.9
Otis Thorpe,3135,8.7,0.133,0.6
Pace Mannion,32,0.0,0.066,-5.8
Pat Cummings,1096,0.6,0.026,-4.5
Patrick Ewing*,2896,10.9,0.181,4.5
Paul Mokeski,690,1.0,0.072,-3.6
Paul Pressey,2170,4.8,0.105,2.2
Pearl Washington,1065,0.5,0.021,-1.1
Pete Myers,270,0.5,0.109,-3.5
Phil Hubbard,191,0.4,0.096,-3.0
Purvis Short,1157,1.4,0.058,-1.9
Pétur Guðmundsson,70,-0.1,-0.09,-10.8
Quintin Dailey,1722,2.0,0.056,-1.3
Ralph Lewis,336,0.0,-0.005,-3.4
Ralph Sampson*,1086,1.1,0.048,-2.6
Ramón Rivas,91,0.0,0.019,-8.2
Randolph Keys,331,0.3,0.037,-5.6
Randy Allen,43,0.0,-0.035,-7.2
Randy Breuer,513,0.9,0.083,-1.1
Randy Wittman,1120,0.8,0.056,-5.6
Ray Tolbert,341,0.0,0.005,-5.4
Reggie Lewis,2657,6.9,0.124,1.4
Reggie Miller*,2536,6.5,0.124,2.0
Reggie Theus,2517,5.9,0.113,0.6
Reggie Williams,1303,0.4,0.014,-2.5
Rex Chapman,2219,-0.2,-0.005,-3.2
Richard Anderson,1082,2.1,0.093,0.1
Richard Morton,11,0.0,0.067,-2.7
Rick Mahorn,1795,4.6,0.123,0.5
Rickey Green,871,1.2,0.117,-0.6
Ricky Berry,1406,2.4,0.083,-1.7
Ricky Pierce,2078,6.7,0.155,1.9
Rik Smits,2041,4.3,0.101,-0.8
Rob Lock,110,-0.2,-0.083,-9.3
Rob Rose,3,0.0,-0.121,-12.4
Robert Parish*,2840,10.5,0.177,3.3
Robert Reid,2152,-0.1,-0.002,-4.1
Rod Higgins,1887,5.9,0.15,1.2
Rod Strickland,1358,3.7,0.131,2.2
Rodney McCray,2435,2.9,0.057,-0.4
Rolando Blackman,2946,5.7,0.092,-0.5
Rolando Ferreira,34,-0.2,-0.352,-23.2
Ron Anderson,2618,4.4,0.081,-1.3
Ron Cavenall,16,0.0,-0.055,-8.4
Ron Grandison,528,0.6,0.055,-2.9
Ron Harper,2851,10.2,0.171,4.7
Rony Seikaly,1962,-0.5,-0.012,-5.8
Rory Sparrow,2613,1.6,0.029,-2.3
Roy Hinson,2542,4.4,0.084,-2.2
Roy Tarpley,591,2.0,0.166,2.2
Russ Schoene,774,1.3,0.078,-2.7
Sam Bowie,412,0.5,0.063,0.2
Sam Perkins,2860,6.4,0.108,-0.5
Sam Vincent,1703,2.3,0.065,-1.3
Scott Brooks,1372,2.9,0.103,1.2
Scott Hastings,1206,1.5,0.061,-3.4
Scott Roth,536,0.1,-0.015,-10.6
Scott Skiles,1571,1.3,0.04,-1.7
Scottie Pippen*,2413,4.0,0.08,0.4
Sedale Threatt,1220,3.4,0.135,1.3
Sedric Toney,9,-0.1,-0.586,-26.6
Shelton Jones,682,0.4,0.232,6.7
Sidney Green,1277,2.0,0.075,-2.8
Sidney Lowe,250,0.5,0.1,0.9
Sidney Moncrief*,1594,5.0,0.151,2.6
Sleepy Floyd,2788,7.7,0.133,2.2
Spud Webb,1219,2.2,0.088,0.4
Steve Alford,906,1.4,0.05,-6.9
Steve Colter,1425,3.1,0.105,0.5
Steve Harris,7,0.0,0.181,-0.5
Steve Johnson,1477,1.7,0.056,-3.6
Steve Kerr,157,0.4,0.123,2.7
Stuart Gray,783,0.9,0.054,-3.3
Sylvester Gray,1220,0.7,0.028,-2.6
T.R. Dunn,321,0.6,0.088,-0.3
Tellis Frank,245,0.1,0.017,-6.3
Terry Catledge,2077,3.3,0.077,-3.0
Terry Cummings,2824,7.7,0.131,1.2
Terry Porter,3102,9.2,0.142,2.3
Terry Teagle,1569,3.1,0.095,-1.3
Terry Tyler,1057,1.2,0.055,-2.3
Thurl Bailey,2777,6.5,0.113,-0.3
Tim Kempton,1341,1.0,0.036,-3.6
Tim McCormick,1257,2.0,0.075,-3.3
Tim Perry,614,1.4,0.109,0.5
Tito Horford,112,-0.3,-0.136,-12.1
Todd Mitchell,353,-0.1,-0.232,-20.0
Tom Chambers,3002,9.2,0.146,1.4
Tom Garrick,1499,1.4,0.044,-2.4
Tom Tolbert,117,0.1,0.051,-3.4
Tony Brown,365,0.6,0.052,-9.1
Tony Campbell,787,1.1,0.065,-3.6
Tree Rollins,583,1.0,0.08,-2.9
Trent Tucker,1824,4.6,0.122,1.4
Tyrone Corbin,1655,5.4,0.156,1.6
Uwe Blab,208,0.3,0.069,-3.4
Vern Fleming,2552,5.6,0.106,1.0
Vernon Maxwell,2065,1.5,0.035,-2.5
Vinnie Johnson,2073,5.9,0.136,2.3
Vinny Del Negro,1556,2.5,0.077,-1.2
Walter Berry,1355,2.4,0.152,-3.3
Walter Davis,1857,3.5,0.092,-0.6
Wayman Tisdale,2434,5.9,0.233,-0.3
Wayne Cooper,1864,5.0,0.128,-0.2
Wayne Englestad,50,0.0,0.031,-6.7
Will Perdue,190,-0.1,-0.021,-8.3
Willie Anderson,2738,4.9,0.085,1.3
Winston Crite,6,-0.1,-0.57,-27.7
Winston Garland,2661,4.5,0.082,-0.1
Xavier McDaniel,2385,5.3,0.107,-0.6
