Player,MP,WS,WS/48,BPM
Maurice Cheeks*,2623,7.9,0.145,2.4
Maurice Lucas,1884,2.4,0.145,-1.1
Michael Cooper,1973,4.0,0.097,-0.1
Micheal Ray Richardson,3060,6.0,0.094,3.1
Mickey Johnson,2647,7.3,0.132,2.8
Mike Bantom,2330,3.9,0.081,-0.7
Mike Bratz,1589,1.5,0.046,-2.5
Mike Dunleavy,1036,1.4,0.065,-1.5
Mike Evans,1246,0.1,0.004,-4.0
Mike Gale,1474,2.2,0.073,0.6
Mike Glenn,800,2.1,0.126,0.5
Mike Green,459,0.4,0.044,-2.5
Mike Mitchell,2802,8.3,0.142,1.2
Mike Newlin,2510,6.5,0.124,1.3
Mitch Kupchak,451,0.2,0.018,-4.9
Moses Malone*,3140,11.9,0.183,2.1
Nick Weatherspoon,1124,0.1,0.002,-4.8
Norm Nixon,3226,6.7,0.1,-0.7
Ollie Johnson,1535,2.3,0.073,-0.9
Ollie Mack,681,0.9,0.112,-4.9
Otis Birdsong,2885,8.6,0.143,2.1
Pat Cummings,900,2.5,0.131,-1.6
Paul Dawkins,776,-0.1,-0.009,-4.2
Paul Griffin,1812,4.4,0.116,1.3
Paul Mokeski,113,-0.1,-0.041,-6.4
Paul Silas,1595,2.2,0.066,-2.9
Paul Westphal*,2665,10.5,0.189,3.9
Pete Maravich*,964,0.5,0.067,-7.3
Phil Chenier,850,0.0,0.004,-7.2
Phil Ford,2621,6.1,0.111,0.8
Phil Hubbard,1189,1.6,0.064,-3.5
Phil Jackson*,194,0.5,0.121,-1.7
Phil Smith,1552,2.2,0.067,-0.9
Purvis Short,1636,3.7,0.109,0.8
Quinn Buckner,1690,4.4,0.125,1.7
Ralph Simpson,81,-0.1,-0.064,-2.9
Randy Smith,2677,4.2,0.075,-0.3
Ray Williams,2582,8.2,0.152,3.9
Raymond Townsend,1159,0.4,0.015,-3.4
Reggie King,2052,6.2,0.146,0.3
Reggie Theus,3029,6.9,0.11,0.8
Rich Kelley,1839,4.3,0.25,2.1
Richard Washington,1092,2.0,0.089,-2.6
Rick Barry*,1816,3.4,0.09,1.1
Rick Robey,1918,5.5,0.139,-0.8
Rick Wilson,59,-0.2,-0.146,-4.1
Ricky Sobers,2673,2.4,0.044,-1.9
Robert Parish*,2119,4.6,0.104,0.4
Robert Reid,2304,4.9,0.101,1.4
Robert Smith,809,1.4,0.133,-5.3
Roger Brown,37,0.1,0.069,-3.3
Roger Phegley,1512,2.6,0.17,-3.5
Ron Behagen,64,0.1,0.055,-3.4
Ron Boone,2392,1.0,-0.072,-9.5
Ron Brewer,2815,4.3,0.074,-1.2
Ron Carter,117,-0.1,-0.058,-5.8
Ron Lee,1167,0.7,0.025,-4.1
Roy Hamilton,1116,-0.4,-0.016,-4.3
Rudy Tomjanovich*,1834,3.6,0.094,-1.3
Rudy White,106,0.1,0.052,-2.9
Sam Lacey,2412,5.6,0.112,3.6
Sam Pellom,373,0.7,0.084,-2.6
Sam Smith,496,0.8,0.079,-0.9
Scott May,1298,2.4,0.09,-1.3
Scott Wedman,2347,7.1,0.145,1.5
Sidney Moncrief*,1557,4.9,0.15,1.5
Sidney Wicks,2146,-0.1,-0.001,-2.8
Sly Williams,556,-0.1,-0.006,-5.9
Sonny Parker,2849,6.8,0.114,1.8
Spencer Haywood*,1544,3.1,0.095,-2.3
Stan Pietkiewicz,577,1.0,0.08,-0.6
Steve Hawes,1853,6.0,0.155,2.1
Steve Malovic,445,0.3,0.003,-11.2
Steve Mix,1543,5.5,0.172,2.4
Swen Nater,2860,6.8,0.115,0.0
Sylvester Norris,189,-0.2,-0.055,-6.2
T.R. Dunn,1841,3.3,0.086,0.4
Terry Crosby,28,0.0,-0.051,-4.8
Terry Duerod,1331,0.7,0.026,-3.3
Terry Furlow,2122,2.8,0.156,1.6
Terry Tyler,2670,3.4,0.062,-0.3
Tim Bassett,164,0.1,0.058,-6.8
Tiny Archibald*,2864,8.9,0.148,1.1
Toby Knight,2945,7.3,0.12,0.4
Tom Abernethy,1222,2.0,0.08,-1.2
Tom Boswell,2077,3.7,0.185,-3.3
Tom Burleson,272,-0.1,-0.012,-5.3
Tom Henderson,1551,1.3,0.041,-1.8
Tom LaGarde,1164,2.2,0.093,-2.5
Tom McMillen,1071,2.9,0.128,0.2
Tom Owens,2337,6.9,0.142,1.1
Tony Zeno,59,-0.2,-0.16,-6.5
Tree Rollins,2123,9.2,0.208,4.0
Truck Robinson,2710,6.0,0.106,-1.7
Vinnie Johnson,325,0.2,0.031,-2.2
Wally Walker,844,2.0,0.116,-1.4
Walt Frazier*,27,0.0,-0.012,-3.3
Walter Davis,2309,8.3,0.173,3.6
Wayne Cooper,1781,2.8,0.074,-3.5
Wes Unseld*,2973,8.4,0.135,2.5
Wiley Peck,628,0.3,0.023,-4.2
Willie Smith,1051,1.0,0.047,0.0
Winford Boynes,1102,1.7,0.072,-1.2
World B. Free,2585,8.0,0.148,3.1
